size,repetition,time
1024,85,852327
1024,86,856690
1024,87,853636
1024,88,868592
1024,89,886164
1024,90,909487
1024,91,839709
1024,92,835403
1024,93,873777
1024,94,874791
1024,95,855367
1024,96,874172
1024,97,860190
1024,98,849138
1024,99,851307
102400,0,6452814
102400,1,2749888
102400,2,2786108
102400,3,2744886
102400,4,2681612
102400,5,2086058
102400,6,2017103
102400,7,2012952
102400,8,2030398
102400,9,2019895
102400,10,2016504
102400,11,2021318
102400,12,2236581
102400,13,2216415
102400,14,2366271
102400,15,1937192
102400,16,1933754
102400,17,1583463
102400,18,1623912
102400,19,1552183
102400,20,1609270
102400,21,1363626
102400,22,1442652
102400,23,1351756
102400,24,1545689
102400,25,1933886
102400,26,1449405
102400,27,1597991
102400,28,1635162
102400,29,1515801
102400,30,1554951
102400,31,1369961
102400,32,1624322
102400,33,1434984
102400,34,1434402
102400,35,1469553
102400,36,1421066
102400,37,1550698
102400,38,1443058
102400,39,1361155
102400,40,1448819
102400,41,1372958
102400,42,1351215
102400,43,1427975
102400,44,1714205
102400,45,1628536
102400,46,1411316
102400,47,1366279
102400,48,1563765
102400,49,1717456
102400,50,1719860
102400,51,1609914
102400,52,1581738
102400,53,1544009
102400,54,1780160
102400,55,1543310
102400,56,1546547
102400,57,1381012
102400,58,1532863
102400,59,1783868
102400,60,1359226
102400,61,1555689
102400,62,1611723
102400,63,1360217
102400,64,1417745
102400,65,1546912
102400,66,1357763
102400,67,1535385
102400,68,1373300
102400,69,1649938
102400,70,1425840
102400,71,1397302
102400,72,1720157
102400,73,1695950
102400,74,1706597
102400,75,1784532
102400,76,1526189
102400,77,1709969
102400,78,1792959
102400,79,1788742
102400,80,1819402
102400,81,1583721
102400,82,1362099
102400,83,1795464
102400,84,1738492
102400,85,1775706
102400,86,1800074
102400,87,1813622
102400,88,1781862
102400,89,1382140
102400,90,1546311
102400,91,1581837
102400,92,1402342
102400,93,1653370
102400,94,1424723
102400,95,1591660
102400,96,1709741
102400,97,1605139
102400,98,1427591
102400,99,1374050
1048576,0,16811862
1048576,1,11794711
1048576,2,10933895
1048576,3,11011719
1048576,4,13193811
1048576,5,12193651
1048576,6,12738629
1048576,7,12843425
1048576,8,12521754
1048576,9,12648527
1048576,10,12799415
1048576,11,12642449
1048576,12,12811903
1048576,13,12693986
1048576,14,12778761
1048576,15,12831136
1048576,16,12783296
1048576,17,12777262
1048576,18,12718011
1048576,19,13439661
1048576,20,11856037
1048576,21,12840725
1048576,22,12576007
1048576,23,12592768
1048576,24,12715281
1048576,25,12684897
1048576,26,12748444
1048576,27,12674870
1048576,28,12725492
1048576,29,12742593
1048576,30,12656897
1048576,31,12713538
1048576,32,12680338
1048576,33,12652760
1048576,34,12741056
1048576,35,12716991
1048576,36,12812736
1048576,37,12744889
1048576,38,12708167
1048576,39,12676811
1048576,40,12681363
1048576,41,12821442
1048576,42,12669734
1048576,43,12834956
1048576,44,12766831
1048576,45,12751925
1048576,46,13373001
1048576,47,12025287
1048576,48,12863612
1048576,49,12539724
1048576,50,12680473
1048576,51,12729301
1048576,52,12740700
1048576,53,12632707
1048576,54,12699765
1048576,55,12708716
1048576,56,12778441
1048576,57,12658822
1048576,58,12669321
1048576,59,12712965
1048576,60,12784117
1048576,61,12698670
1048576,62,12677394
1048576,63,12777420
1048576,64,12646038
1048576,65,12679417
1048576,66,12822441
1048576,67,12691023
1048576,68,12758629
1048576,69,12755303
1048576,70,12844726
1048576,71,12670065
1048576,72,12751126
1048576,73,12892522
1048576,74,13925080
1048576,75,11400409
1048576,76,12723571
1048576,77,12749542
1048576,78,12653442
1048576,79,12616149
1048576,80,12631368
1048576,81,12680769
1048576,82,12675366
1048576,83,12769661
1048576,84,12698767
1048576,85,12561906
1048576,86,12648636
1048576,87,12632292
1048576,88,12657863
1048576,89,12695371
1048576,90,12701723
1048576,91,12707268
1048576,92,12675526
1048576,93,12780097
1048576,94,12712833
1048576,95,12762923
1048576,96,12828085
1048576,97,12692008
1048576,98,12623616
1048576,99,12900734
5242880,0,127177443
5242880,1,116631371
5242880,2,114623138
5242880,3,117223848
5242880,4,118133012
5242880,5,116768138
5242880,6,116122624
5242880,7,119666377
5242880,8,120090721
5242880,9,116488949
5242880,10,114026942
5242880,11,116634432
5242880,12,116172051
5242880,13,115994397
5242880,14,116197678
5242880,15,119031628
5242880,16,113438871
5242880,17,124211136
5242880,18,116259752
5242880,19,115646508
5242880,20,114475725
5242880,21,115438796
5242880,22,115350867
5242880,23,114426984
5242880,24,112205248
5242880,25,117248759
5242880,26,113538871
5242880,27,119281446
5242880,28,113938876
5242880,29,114861643
5242880,30,123605770
5242880,31,117574814
5242880,32,114839358
5242880,33,117111362
5242880,34,111357415
5242880,35,122459179
5242880,36,118081427
5242880,37,115612066
5242880,38,123615915
5242880,39,113087156
5242880,40,115368228
5242880,41,118560598
5242880,42,113768492
5242880,43,116517232
5242880,44,115509977
5242880,45,112534190
5242880,46,112869187
5242880,47,115486004
5242880,48,127011110
5242880,49,116167003
5242880,50,114729865
5242880,51,117956427
5242880,52,120644501
5242880,53,126924350
5242880,54,114784919
5242880,55,115109358
5242880,56,115392818
5242880,57,116530651
5242880,58,113117354
5242880,59,115378261
5242880,60,121328631
5242880,61,112537543
5242880,62,115871573
5242880,63,114759633
5242880,64,113403627
5242880,65,116122859
5242880,66,115221730
5242880,67,115740725
5242880,68,113935160
5242880,69,113264047
5242880,70,115807233
5242880,71,117461348
5242880,72,120849649
5242880,73,118304193
5242880,74,115913064
5242880,75,115392860
5242880,76,115823753
5242880,77,116106199
5242880,78,116888933
5242880,79,116666586
5242880,80,116390942
5242880,81,121754280
5242880,82,114503810
5242880,83,116084453
5242880,84,116406598
5242880,85,115274918
5242880,86,119075415
5242880,87,117771278
5242880,88,113560514
5242880,89,122955503
5242880,90,116551938
5242880,91,116442232
5242880,92,118116783
5242880,93,117532679
5242880,94,116056394
5242880,95,115205648
5242880,96,126025803
5242880,97,116787837
5242880,98,126596972
5242880,99,115458804
