type,input,repetition,input-size,output-size,time,download-time,compile-time
compile,full,1,55,33400,2490868689,0.007233,2.48087
compile,full,2,55,33400,2428186769,0.006552,2.419
compile,full,3,55,33399,2421532992,0.00673,2.41208
compile,full,4,55,33400,2435849944,0.007168,2.42597
compile,full,5,55,33400,2434007923,0.006535,2.42474
compile,full,6,55,33400,2421924781,0.006526,2.4126
compile,full,7,55,33400,2433310097,0.006422,2.42423
compile,full,8,55,33400,2426289483,0.006072,2.41743
compile,full,9,55,33400,2454844067,0.006517,2.44568
compile,full,10,55,33400,2440813193,0.006564,2.43157
compile,full,11,55,33400,2479278108,0.006337,2.47026
compile,full,12,55,33400,2441165426,0.006563,2.43191
compile,full,13,55,33400,2448941795,0.007488,2.43858
compile,full,14,55,33398,2421993666,0.00669,2.41242
compile,full,15,55,33400,2492591513,0.006413,2.48345
compile,full,16,55,33400,2438774052,0.006401,2.42967
compile,full,17,55,33400,2460115535,0.007449,2.44982
compile,full,18,55,33400,2436173533,0.007149,2.42622
compile,full,19,55,33400,2452871987,0.006667,2.44338
compile,full,20,55,33400,2444258963,0.006946,2.43453
compile,full,21,55,33400,2416365056,0.008051,2.40554
compile,full,22,55,33400,2416843838,0.007521,2.40654
compile,full,23,55,33399,2459199917,0.006689,2.44981
compile,full,24,55,33400,2435552897,0.006781,2.42599
compile,full,25,55,33400,2438993572,0.006647,2.42955
compile,full,26,55,33399,2421117726,0.006529,2.41178
compile,full,27,55,33399,2433019144,0.007344,2.42291
compile,full,28,55,33400,2422592108,0.006321,2.41347
compile,full,29,55,33400,2434944902,0.006433,2.4258
compile,full,30,55,33400,2427828132,0.007138,2.41781
compile,full,31,55,33400,2432685579,0.006766,2.42312
compile,full,32,55,33400,2434999303,0.006589,2.42565
compile,full,33,55,33400,2449114875,0.006598,2.43971
compile,full,34,55,33400,2444312448,0.007043,2.43446
compile,full,35,55,33400,2454585853,0.006807,2.4449
compile,full,36,55,33400,2446192679,0.006452,2.43697
compile,full,37,55,33400,2466603541,0.006383,2.45747
compile,full,38,55,33400,2438279317,0.006593,2.42875
