type,input,repetition,input-size,output-size,time,download-time,compile-time
compile,large-update,17,56,613,311584882,0.107962,0.144788
compile,large-update,18,56,613,467354527,0.185258,0.139532
compile,large-update,19,56,613,447878603,0.186779,0.146395
compile,large-update,20,56,612,396597554,0.126647,0.15605
compile,large-update,21,56,612,459269143,0.135102,0.14591
compile,large-update,22,56,613,553117494,0.189716,0.142355
compile,large-update,23,56,613,625345800,0.135342,0.140776
compile,large-update,24,56,613,490716742,0.200695,0.139212
compile,large-update,25,56,613,807972688,0.373228,0.145278
compile,large-update,26,56,613,430876931,0.163897,0.145149
compile,large-update,27,56,613,502953828,0.239636,0.138624
compile,large-update,28,56,613,538781686,0.221034,0.140678
compile,large-update,29,56,613,448645352,0.189544,0.138806
compile,large-update,30,56,612,489148861,0.20661,0.136374
compile,large-update,31,56,613,538220382,0.221966,0.144377
compile,large-update,32,56,613,414492216,0.123013,0.148046
compile,large-update,33,56,613,404229658,0.135475,0.137125
compile,large-update,34,56,613,455278569,0.120677,0.145473
compile,large-update,35,56,613,472892560,0.161534,0.133917
compile,large-update,36,56,613,439015565,0.135286,0.132706
compile,large-update,37,56,613,400451664,0.190469,0.145175
compile,large-update,38,56,612,364056297,0.142728,0.14553
compile,large-update,39,56,613,491850855,0.184865,0.135701
compile,large-update,40,56,613,517196486,0.177322,0.137135
compile,large-update,41,56,611,658746987,0.18729,0.14477
compile,large-update,42,56,613,429494593,0.145995,0.137189
compile,large-update,43,56,613,476177670,0.199372,0.138036
compile,large-update,44,56,613,527674829,0.181156,0.147591
compile,large-update,45,56,613,531147006,0.154676,0.146655
compile,large-update,46,56,613,461428270,0.147561,0.145908
compile,large-update,47,56,613,431848601,0.184631,0.132232
compile,large-update,48,56,613,334949664,0.132579,0.138293
compile,large-update,49,56,612,419132607,0.185892,0.14431
compile,large-update,50,56,613,462404957,0.156266,0.136316
get-pdf,default,1,52,613,402737764,0,0
get-pdf,default,2,52,613,392129280,0,0
get-pdf,default,3,52,612,467632510,0,0
get-pdf,default,4,52,613,357871750,0,0
get-pdf,default,5,52,613,309044364,0,0
get-pdf,default,6,52,613,314933663,0,0
get-pdf,default,7,52,613,451848813,0,0
get-pdf,default,8,52,613,338755111,0,0
get-pdf,default,9,52,613,256338236,0,0
get-pdf,default,10,52,613,365740038,0,0
get-pdf,default,11,52,613,319179918,0,0
get-pdf,default,12,52,612,303407733,0,0
get-pdf,default,13,52,612,318315308,0,0
get-pdf,default,14,52,613,262711334,0,0
get-pdf,default,15,52,612,343572951,0,0
get-pdf,default,16,52,613,388592368,0,0
get-pdf,default,17,52,613,418649158,0,0
get-pdf,default,18,52,613,327660209,0,0
get-pdf,default,19,52,613,341132413,0,0
get-pdf,default,20,52,613,376350211,0,0
get-pdf,default,21,52,613,324848833,0,0
get-pdf,default,22,52,613,269134779,0,0
get-pdf,default,23,52,613,331150492,0,0
get-pdf,default,24,52,613,389080976,0,0
get-pdf,default,25,52,612,424194102,0,0
get-pdf,default,26,52,613,393684499,0,0
get-pdf,default,27,52,612,338608049,0,0
get-pdf,default,28,52,613,347214154,0,0
get-pdf,default,29,52,613,333684661,0,0
get-pdf,default,30,52,611,341721130,0,0
get-pdf,default,31,52,613,354694008,0,0
get-pdf,default,32,52,612,325287807,0,0
get-pdf,default,33,52,613,342657097,0,0
get-pdf,default,34,52,613,330756352,0,0
get-pdf,default,35,52,613,298530747,0,0
get-pdf,default,36,52,613,320735726,0,0
get-pdf,default,37,52,613,394406152,0,0
get-pdf,default,38,52,613,399600942,0,0
get-pdf,default,39,52,613,352336887,0,0
get-pdf,default,40,52,613,478929181,0,0
get-pdf,default,41,52,613,379758432,0,0
get-pdf,default,42,52,613,304553111,0,0
get-pdf,default,43,52,613,371042175,0,0
get-pdf,default,44,52,613,424289918,0,0
get-pdf,default,45,52,613,466908813,0,0
get-pdf,default,46,52,612,414007223,0,0
get-pdf,default,47,52,612,358762514,0,0
get-pdf,default,48,52,612,394291963,0,0
get-pdf,default,49,52,613,364478665,0,0
get-pdf,default,50,52,613,382725038,0,0
