type,input,repetition,input-size,output-size,time
update-file,secs/acks.tex,1,781,42,88532209
update-file,secs/acks.tex,2,781,42,150105009
update-file,secs/acks.tex,3,781,42,89929815
update-file,secs/acks.tex,4,781,42,44460701
update-file,secs/acks.tex,5,781,42,49513193
update-file,secs/acks.tex,6,781,42,46218959
update-file,secs/acks.tex,7,781,42,59746462
update-file,secs/acks.tex,8,781,42,90200607
update-file,secs/acks.tex,9,781,42,54939282
update-file,secs/acks.tex,10,781,42,58900739
update-file,secs/acks.tex,11,781,42,50026356
update-file,secs/acks.tex,12,781,42,89799043
update-file,secs/acks.tex,13,781,42,266800480
update-file,secs/acks.tex,14,781,42,53855238
update-file,secs/acks.tex,15,781,42,73063394
update-file,secs/acks.tex,16,781,42,98638295
update-file,secs/acks.tex,17,781,42,92458409
update-file,secs/acks.tex,18,781,42,52913544
update-file,secs/acks.tex,19,781,42,48456844
update-file,secs/acks.tex,20,781,42,106994404
update-file,secs/acks.tex,21,781,42,67377858
update-file,secs/acks.tex,22,781,42,66474915
update-file,secs/acks.tex,23,781,42,54524512
update-file,secs/acks.tex,24,781,42,50370149
update-file,secs/acks.tex,25,781,42,85920843
update-file,secs/acks.tex,26,781,42,45502503
update-file,secs/acks.tex,27,781,42,110796058
update-file,secs/acks.tex,28,781,42,64254199
update-file,secs/acks.tex,29,781,42,43078967
update-file,secs/acks.tex,30,781,42,132238271
update-file,secs/acks.tex,31,781,42,52897988
update-file,secs/acks.tex,32,781,42,116973158
update-file,secs/acks.tex,33,781,42,60980281
update-file,secs/acks.tex,34,781,42,85131637
update-file,secs/acks.tex,35,781,42,70119181
update-file,secs/acks.tex,36,781,42,42225148
update-file,secs/acks.tex,37,781,42,65601625
update-file,secs/acks.tex,38,781,42,64720388
update-file,secs/acks.tex,39,781,42,42434253
update-file,secs/acks.tex,40,781,42,260148667
update-file,secs/acks.tex,41,781,42,48725593
update-file,secs/acks.tex,42,781,42,54835939
update-file,secs/acks.tex,43,781,42,80995373
update-file,secs/acks.tex,44,781,42,47126772
update-file,secs/acks.tex,45,781,42,44982717
update-file,secs/acks.tex,46,781,42,48869871
update-file,secs/acks.tex,47,781,42,53924031
update-file,secs/acks.tex,48,781,42,48835190
update-file,secs/acks.tex,49,781,42,49665255
update-file,secs/acks.tex,50,781,42,59870525
update-file,secs/multi.tex,1,1217,43,76792700
update-file,secs/multi.tex,2,1217,43,68148051
update-file,secs/multi.tex,3,1217,43,79674209
update-file,secs/multi.tex,4,1217,43,92178754
update-file,secs/multi.tex,5,1217,43,59327679
update-file,secs/multi.tex,6,1217,43,66803659
update-file,secs/multi.tex,7,1217,43,54775586
update-file,secs/multi.tex,8,1217,43,149711413
update-file,secs/multi.tex,9,1217,43,99426212
update-file,secs/multi.tex,10,1217,43,40811456
update-file,secs/multi.tex,11,1217,43,44172389
update-file,secs/multi.tex,12,1217,43,208791035
update-file,secs/multi.tex,13,1217,43,74275941
update-file,secs/multi.tex,14,1217,43,49982603
update-file,secs/multi.tex,15,1217,43,75474425
update-file,secs/multi.tex,16,1217,43,102974256
update-file,secs/multi.tex,17,1217,43,60424263
update-file,secs/multi.tex,18,1217,43,48113987
update-file,secs/multi.tex,19,1217,43,40176525
update-file,secs/multi.tex,20,1217,43,45223912
update-file,secs/multi.tex,21,1217,43,82105546
update-file,secs/multi.tex,22,1217,43,94632825
update-file,secs/multi.tex,23,1217,43,95642963
update-file,secs/multi.tex,24,1217,43,45132031
update-file,secs/multi.tex,25,1217,43,79352491
update-file,secs/multi.tex,26,1217,43,83316958
update-file,secs/multi.tex,27,1217,43,87029351
update-file,secs/multi.tex,28,1217,43,55480038
update-file,secs/multi.tex,29,1217,43,70446773
update-file,secs/multi.tex,30,1217,43,74569705
update-file,secs/multi.tex,31,1217,43,49728240
update-file,secs/multi.tex,32,1217,43,86369521
update-file,secs/multi.tex,33,1217,43,56055404
update-file,secs/multi.tex,34,1217,43,65273227
update-file,secs/multi.tex,35,1217,43,60981868
update-file,secs/multi.tex,36,1217,43,61873465
update-file,secs/multi.tex,37,1217,43,121854440
update-file,secs/multi.tex,38,1217,43,111902735
update-file,secs/multi.tex,39,1217,43,51766975
update-file,secs/multi.tex,40,1217,43,58729128
update-file,secs/multi.tex,41,1217,43,45968581
update-file,secs/multi.tex,42,1217,43,64321833
update-file,secs/multi.tex,43,1217,43,51108840
update-file,secs/multi.tex,44,1217,43,52160845
update-file,secs/multi.tex,45,1217,43,45622595
update-file,secs/multi.tex,46,1217,43,57637767
update-file,secs/multi.tex,47,1217,43,75019727
update-file,secs/multi.tex,48,1217,43,50585467
update-file,secs/multi.tex,49,1217,43,96480912
update-file,secs/multi.tex,50,1217,43,46516654
update-file,secs/core.tex,1,12157,42,106369506
update-file,secs/core.tex,2,12157,42,114395521
update-file,secs/core.tex,3,12157,42,83180230
update-file,secs/core.tex,4,12157,42,66790686
update-file,secs/core.tex,5,12157,42,59942116
update-file,secs/core.tex,6,12157,42,81374871
update-file,secs/core.tex,7,12157,42,70859211
update-file,secs/core.tex,8,12157,42,87137961
update-file,secs/core.tex,9,12157,42,92872445
update-file,secs/core.tex,10,12157,42,113750176
update-file,secs/core.tex,11,12157,42,331337955
update-file,secs/core.tex,12,12157,42,104125570
update-file,secs/core.tex,13,12157,42,79615882
update-file,secs/core.tex,14,12157,42,96734429
update-file,secs/core.tex,15,12157,42,166290893
update-file,secs/core.tex,16,12157,42,158391333
update-file,secs/core.tex,17,12157,42,76223065
update-file,secs/core.tex,18,12157,42,119253845
update-file,secs/core.tex,19,12157,42,53650214
update-file,secs/core.tex,20,12157,42,61917868
update-file,secs/core.tex,21,12157,42,104978391
update-file,secs/core.tex,22,12157,42,54764004
update-file,secs/core.tex,23,12157,42,100071771
update-file,secs/core.tex,24,12157,42,57629387
update-file,secs/core.tex,25,12157,42,76276342
update-file,secs/core.tex,26,12157,42,106787021
update-file,secs/core.tex,27,12157,42,117115770
update-file,secs/core.tex,28,12157,42,70737288
update-file,secs/core.tex,29,12157,42,47710501
update-file,secs/core.tex,30,12157,42,71180996
update-file,secs/core.tex,31,12157,42,83306761
update-file,secs/core.tex,32,12157,42,117082199
update-file,secs/core.tex,33,12157,42,129124176
update-file,secs/core.tex,34,12157,42,101491053
update-file,secs/core.tex,35,12157,42,55410913
update-file,secs/core.tex,36,12157,42,109788854
update-file,secs/core.tex,37,12157,42,51495803
update-file,secs/core.tex,38,12157,42,106646615
update-file,secs/core.tex,39,12157,42,102340236
update-file,secs/core.tex,40,12157,42,277311506
update-file,secs/core.tex,41,12157,42,47778259
update-file,secs/core.tex,42,12157,42,202666520
update-file,secs/core.tex,43,12157,42,69605460
update-file,secs/core.tex,44,12157,42,86406485
update-file,secs/core.tex,45,12157,42,100937107
update-file,secs/core.tex,46,12157,42,85409098
update-file,secs/core.tex,47,12157,42,59965253
update-file,secs/core.tex,48,12157,42,83531328
update-file,secs/core.tex,49,12157,42,46862590
update-file,secs/core.tex,50,12157,42,74191796
update-file,sampleteaser.pdf,1,585430,44,175248948
update-file,sampleteaser.pdf,2,585430,44,170589046
update-file,sampleteaser.pdf,3,585430,44,111565319
update-file,sampleteaser.pdf,4,585430,44,149597705
update-file,sampleteaser.pdf,5,585430,44,117899409
update-file,sampleteaser.pdf,6,585430,44,166196152
update-file,sampleteaser.pdf,7,585430,44,243745354
update-file,sampleteaser.pdf,8,585430,44,149241610
update-file,sampleteaser.pdf,9,585430,44,113383714
update-file,sampleteaser.pdf,10,585430,44,164735713
update-file,sampleteaser.pdf,11,585430,44,133224858
update-file,sampleteaser.pdf,12,585430,44,138492969
update-file,sampleteaser.pdf,13,585430,44,121242838
update-file,sampleteaser.pdf,14,585430,44,140167733
update-file,sampleteaser.pdf,15,585430,44,207960009
update-file,sampleteaser.pdf,16,585430,44,215546063
update-file,sampleteaser.pdf,17,585430,44,118522081
update-file,sampleteaser.pdf,18,585430,44,119994491
update-file,sampleteaser.pdf,19,585430,44,203581338
update-file,sampleteaser.pdf,20,585430,44,139400233
update-file,sampleteaser.pdf,21,585430,44,126889657
update-file,sampleteaser.pdf,22,585430,44,260436969
update-file,sampleteaser.pdf,23,585430,44,99188386
update-file,sampleteaser.pdf,24,585430,44,172517097
update-file,sampleteaser.pdf,25,585430,44,157398481
update-file,sampleteaser.pdf,26,585430,44,123056203
update-file,sampleteaser.pdf,27,585430,44,177520114
update-file,sampleteaser.pdf,28,585430,44,136918239
update-file,sampleteaser.pdf,29,585430,44,126115450
update-file,sampleteaser.pdf,30,585430,44,321163131
update-file,sampleteaser.pdf,31,585430,44,129845617
update-file,sampleteaser.pdf,32,585430,44,112820861
update-file,sampleteaser.pdf,33,585430,44,70988975
update-file,sampleteaser.pdf,34,585430,44,76458770
update-file,sampleteaser.pdf,35,585430,44,286646751
update-file,sampleteaser.pdf,36,585430,44,182601361
update-file,sampleteaser.pdf,37,585430,44,222096568
update-file,sampleteaser.pdf,38,585430,44,125465488
update-file,sampleteaser.pdf,39,585430,44,265885021
update-file,sampleteaser.pdf,40,585430,44,196362356
update-file,sampleteaser.pdf,41,585430,44,145794794
