type,input,repetition,input-size,output-size,time,download-time,compile-time
compile,full,1,55,33400,4807246536,0.006121,4.79803
compile,full,2,55,33400,4834128437,0.006015,4.82496
compile,full,3,55,33400,4852203799,0.005905,4.84301
compile,full,4,55,33400,4761399645,0.015423,4.74298
compile,full,5,55,33400,4794906347,0.005932,4.78576
compile,full,6,55,33400,4794193262,0.006541,4.78457
compile,full,7,55,33399,4800013397,0.006076,4.79084
compile,full,8,55,33399,4750466032,0.005701,4.74167
compile,full,9,55,33400,4811622507,0.005989,4.80239
compile,full,10,55,33398,4820983123,0.006279,4.8115
compile,full,11,55,33400,4842069886,0.006059,4.83259
compile,full,12,55,33400,4828047532,0.005869,4.81901
compile,full,13,55,33400,4833592364,0.005844,4.77448
compile,full,14,55,33400,4768195433,0.005741,4.75937
compile,full,15,55,33398,4819688588,0.00575,4.81082
compile,full,16,55,33400,4829235920,0.005941,4.8202
compile,full,17,55,33400,4763787766,0.005989,4.75476
compile,full,18,55,33399,4801138069,0.00584,4.79218
compile,full,19,55,33400,4830050147,0.017797,4.80915
compile,full,20,55,33400,4832450338,0.006124,4.82327
compile,full,21,55,33400,4778083519,0.005938,4.76911
compile,full,22,55,33400,4789014462,0.006037,4.7798
compile,full,23,55,33400,4811162813,0.005699,4.80227
compile,full,24,55,33400,4819337848,0.014355,4.79879
compile,full,25,55,33400,4834553747,0.005686,4.82566
compile,full,26,55,33399,4758141320,0.005845,4.74915
compile,full,27,55,33400,4817617082,0.013094,4.80144
compile,full,28,55,33400,4841603538,0.006247,4.83231
compile,full,29,55,33400,4768852811,0.005963,4.75972
compile,full,30,55,33400,4819504134,0.005953,4.81052
compile,full,31,55,33400,4791900080,0.006185,4.78258
compile,full,32,55,33400,4833802660,0.005826,4.82484
compile,full,33,55,33399,4840941354,0.005809,4.83205
compile,full,34,55,33400,4842011283,0.006102,4.83281
compile,full,35,55,33400,4771962003,0.006185,4.76267
compile,full,36,55,33400,4773792952,0.005854,4.76487
compile,full,37,55,33400,4835725126,0.006268,4.82632
compile,full,38,55,33400,4825801292,0.005985,4.81098
compile,full,39,55,33400,4781573086,0.005965,4.77234
compile,full,40,55,33400,4801664523,0.005974,4.7926
compile,full,41,55,33400,4794745450,0.006279,4.78524
compile,full,42,55,33400,4800222195,0.005944,4.79121
compile,full,43,55,33400,4781434866,0.006107,4.77206
compile,full,44,55,33400,4814431821,0.006283,4.80505
compile,full,45,55,33400,4829153659,0.005916,4.82003
compile,full,46,55,33400,4761870171,0.005961,4.75283
compile,full,47,55,33400,4803548909,0.006079,4.79441
compile,full,48,55,33399,4824254188,0.00631,4.76406
compile,full,49,55,33400,4844142789,0.006024,4.8347
compile,full,50,55,33400,4761962380,0.006304,4.75231
compile,small-update,1,56,269,201416465,0.000314,0.199367
compile,small-update,2,56,269,201251563,0.000327,0.199189
compile,small-update,3,56,269,203283950,0.000349,0.201143
compile,small-update,4,56,269,201465835,0.000358,0.199311
compile,small-update,5,56,269,202054288,0.000317,0.199641
compile,small-update,6,56,269,200290791,0.000333,0.198219
compile,small-update,7,56,269,203763936,0.000344,0.201655
compile,small-update,8,56,269,202392869,0.000313,0.199949
compile,small-update,9,56,269,201814365,0.000323,0.199722
compile,small-update,10,56,269,200421729,0.000365,0.198264
compile,small-update,11,56,268,252612072,0.000326,0.19899
compile,small-update,12,56,268,201243221,0.000357,0.19905
compile,small-update,13,56,268,204060303,0.000339,0.20187
compile,small-update,14,56,269,201776784,0.000318,0.199747
compile,small-update,15,56,269,200921831,0.000315,0.198796
compile,small-update,16,56,269,201784639,0.000324,0.199741
compile,small-update,17,56,269,209657956,0.000348,0.207537
compile,small-update,18,56,269,201126106,0.000328,0.199047
compile,small-update,19,56,269,201741114,0.000351,0.199609
compile,small-update,20,56,269,200249324,0.000348,0.198111
compile,small-update,21,56,269,205157259,0.000337,0.203009
compile,small-update,22,56,269,199419779,0.000323,0.197414
compile,small-update,23,56,269,199391386,0.000319,0.197319
compile,small-update,24,56,269,198540617,0.000467,0.145721
compile,small-update,25,56,269,200500240,0.000355,0.198165
compile,small-update,26,56,268,204036456,0.000342,0.20193
compile,small-update,27,56,269,198053965,0.000359,0.195816
compile,small-update,28,56,268,209347718,0.000349,0.20672
compile,small-update,29,56,269,199393685,0.000343,0.197308
compile,small-update,30,56,269,199797973,0.000369,0.197589
compile,small-update,31,56,269,201948165,0.000356,0.199844
compile,small-update,32,56,267,205216656,0.000312,0.2031
compile,small-update,33,56,268,199949919,0.000354,0.19783
compile,small-update,34,56,268,200125350,0.00032,0.198044
compile,small-update,35,56,269,200252045,0.000331,0.198191
compile,small-update,36,56,269,206610403,0.000313,0.204583
compile,small-update,37,56,269,201013542,0.000336,0.198999
compile,small-update,38,56,268,200503635,0.000436,0.19814
compile,small-update,39,56,269,199877047,0.000355,0.197735
compile,small-update,40,56,269,204412386,0.000379,0.202249
compile,small-update,41,56,269,202807971,0.000356,0.200735
compile,small-update,42,56,269,201623126,0.000353,0.199504
compile,small-update,43,56,269,202874937,0.000336,0.200666
compile,small-update,44,56,269,207154895,0.000348,0.205057
compile,small-update,45,56,269,200638715,0.000358,0.195853
compile,small-update,46,56,269,203798414,0.000322,0.201645
compile,small-update,47,56,269,205937488,0.000354,0.203738
compile,small-update,48,56,269,253076640,0.000377,0.200154
compile,small-update,49,56,269,201813673,0.000338,0.199502
compile,small-update,50,56,269,202819709,0.000326,0.200674
compile,large-update,1,56,269,180251121,0.000882,0.177515
compile,large-update,2,56,269,181158582,0.000944,0.178517
compile,large-update,3,56,269,184416642,0.000802,0.181942
compile,large-update,4,56,268,130568800,0.000779,0.12807
compile,large-update,5,56,269,180364479,0.000811,0.130256
compile,large-update,6,56,269,184711427,0.000847,0.182192
compile,large-update,7,56,269,176701935,0.000808,0.174112
compile,large-update,8,56,269,185752074,0.000788,0.183157
compile,large-update,9,56,269,129213204,0.000778,0.126646
compile,large-update,10,56,269,177831708,0.000773,0.175164
compile,large-update,11,56,269,181211575,0.000773,0.178655
compile,large-update,12,56,269,187560155,0.000908,0.184874
compile,large-update,13,56,268,180204929,0.000888,0.17755
compile,large-update,14,56,269,133595657,0.000862,0.130695
compile,large-update,15,56,268,180190435,0.00077,0.177655
compile,large-update,16,56,269,180631091,0.000771,0.178076
compile,large-update,17,56,269,182481607,0.000784,0.179912
compile,large-update,18,56,269,181809839,0.000775,0.127921
compile,large-update,19,56,267,133953545,0.00107,0.13112
compile,large-update,20,56,268,183836592,0.000775,0.18134
compile,large-update,21,56,269,181137672,0.000813,0.178578
compile,large-update,22,56,268,180362528,0.000785,0.17789
compile,large-update,23,56,269,183633378,0.001003,0.180871
compile,large-update,24,56,269,128469932,0.000836,0.125844
compile,large-update,25,56,268,180131985,0.00077,0.177663
compile,large-update,26,56,269,184037001,0.000907,0.181322
compile,large-update,27,56,269,181342603,0.000794,0.178808
compile,large-update,28,56,268,133681944,0.000913,0.13105
compile,large-update,29,56,269,178963839,0.000819,0.176425
compile,large-update,30,56,269,179415709,0.000793,0.176941
compile,large-update,31,56,268,179590185,0.000784,0.17695
compile,large-update,32,56,269,134021400,0.000838,0.131467
compile,large-update,33,56,269,127984378,0.000811,0.125328
