size, repetition, time
1048576,0,1191535
1048576,1,446330
1048576,2,370923
1048576,3,378194
1048576,4,369073
1048576,5,380773
1048576,6,372014
1048576,7,369981
1048576,8,373957
1048576,9,451407
1048576,10,318060
1048576,11,371871
1048576,12,377698
1048576,13,362182
1048576,14,367115
1048576,15,364650
1048576,16,371719
1048576,17,372835
1048576,18,368571
1048576,19,363535
1048576,20,401562
1048576,21,375588
1048576,22,380486
1048576,23,368515
1048576,24,367001
1048576,25,371030
1048576,26,369374
1048576,27,363613
1048576,28,366768
1048576,29,365234
1048576,30,370997
1048576,31,387283
1048576,32,373640
1048576,33,376939
1048576,34,359380
1048576,35,362106
1048576,36,358083
1048576,37,350443
1048576,38,361036
1048576,39,363198
1048576,40,370157
1048576,41,358889
1048576,42,379917
1048576,43,368043
1048576,44,372455
1048576,45,368353
1048576,46,363255
1048576,47,364825
1048576,48,362168
1048576,49,363541
1048576,50,363864
1048576,51,361669
1048576,52,361665
1048576,53,383781
1048576,54,361799
1048576,55,373861
1048576,56,363262
1048576,57,367645
1048576,58,361855
1048576,59,361975
1048576,60,363287
1048576,61,361228
1048576,62,362397
1048576,63,385024
1048576,64,359504
1048576,65,370754
1048576,66,379059
1048576,67,371353
1048576,68,365341
1048576,69,367048
1048576,70,366659
1048576,71,370088
1048576,72,369299
1048576,73,365362
1048576,74,391984
1048576,75,367116
1048576,76,381870
1048576,77,361091
1048576,78,364542
1048576,79,369349
1048576,80,366847
1048576,81,362725
1048576,82,371267
1048576,83,369861
1048576,84,366502
1048576,85,389165
1048576,86,368586
1048576,87,377397
1048576,88,368870
1048576,89,362720
1048576,90,364722
1048576,91,371335
1048576,92,364328
1048576,93,365161
1048576,94,364275
1048576,95,366673
1048576,96,390685
1048576,97,371059
1048576,98,376775
1048576,99,365962
