size, repetition, time
10,0,22388
10,1,17645
10,2,17777
10,3,21451
10,4,21140
10,5,13785
10,6,13102
10,7,13017
10,8,13141
10,9,13158
10,10,13330
10,11,13137
10,12,13085
10,13,13281
10,14,13021
10,15,13007
10,16,50669
10,17,13223
10,18,13349
10,19,12466
10,20,12455
10,21,12425
10,22,12466
10,23,12445
10,24,13026
10,25,12368
10,26,12430
10,27,12461
10,28,20553
10,29,12597
10,30,22287
10,31,22057
10,32,21846
10,33,21358
10,34,21514
10,35,21689
10,36,21440
10,37,21932
10,38,19286
10,39,21647
10,40,21605
10,41,21600
10,42,21622
10,43,10247
10,44,12406
10,45,12467
10,46,12463
10,47,13020
10,48,13029
10,49,21304
10,50,10460
10,51,12337
10,52,12416
10,53,13336
10,54,12985
10,55,13080
10,56,12974
10,57,12447
10,58,13051
10,59,12977
10,60,13011
10,61,13070
10,62,12333
10,63,12383
10,64,12352
10,65,13168
10,66,20963
10,67,13832
10,68,29292
10,69,21968
10,70,28514
10,71,22653
10,72,21539
10,73,21627
10,74,25138
10,75,22798
10,76,12646
10,77,22588
10,78,17478
10,79,74752
10,80,23496
10,81,12792
10,82,22560
10,83,9784
10,84,12594
10,85,20484
10,86,12704
10,87,22329
10,88,21786
10,89,21771
10,90,21795
10,91,21639
10,92,21668
10,93,20618
10,94,12811
10,95,21202
10,96,12637
10,97,21531
10,98,12461
10,99,18861
