size, repetition, time
1024,0,24298
1024,1,20552
1024,2,19571
1024,3,20197
1024,4,20619
1024,5,20135
1024,6,20175
1024,7,20293
1024,8,20416
1024,9,19950
1024,10,19965
1024,11,20257
1024,12,20148
1024,13,20172
1024,14,20235
1024,15,19935
1024,16,20045
1024,17,19875
1024,18,20042
1024,19,20303
1024,20,20138
1024,21,20497
1024,22,20239
1024,23,20067
1024,24,20056
1024,25,20170
1024,26,20142
1024,27,20325
1024,28,19974
1024,29,20182
1024,30,20051
1024,31,20216
1024,32,20129
1024,33,19612
1024,34,20222
1024,35,20396
1024,36,19595
1024,37,20131
1024,38,20010
1024,39,19994
1024,40,20059
1024,41,20053
1024,42,20311
1024,43,20090
1024,44,19997
1024,45,20213
1024,46,20037
1024,47,20097
1024,48,19951
1024,49,20047
1024,50,20228
1024,51,20782
1024,52,22835
1024,53,22771
1024,54,19923
1024,55,20176
1024,56,20130
1024,57,20164
1024,58,19996
1024,59,20023
1024,60,20328
1024,61,20268
1024,62,20108
1024,63,19925
1024,64,19803
1024,65,27579
1024,66,20013
1024,67,20029
1024,68,20049
1024,69,20185
1024,70,20286
1024,71,20570
1024,72,20331
1024,73,20107
1024,74,20433
1024,75,20187
1024,76,20075
1024,77,20107
1024,78,20213
1024,79,20127
1024,80,20292
1024,81,20394
1024,82,20234
1024,83,19869
1024,84,20016
1024,85,20335
1024,86,20091
1024,87,19776
1024,88,20217
1024,89,20246
1024,90,20238
1024,91,20586
1024,92,20264
1024,93,22291
1024,94,21622
1024,95,19990
1024,96,20095
1024,97,19950
1024,98,20079
1024,99,16564
