type,input,repetition,input-size,output-size,time
update-file,secs/acks.tex,1,781,42,1325856
update-file,secs/acks.tex,2,781,42,1304855
update-file,secs/acks.tex,3,781,42,1477966
update-file,secs/acks.tex,4,781,42,1352341
update-file,secs/acks.tex,5,781,42,1360635
update-file,secs/acks.tex,6,781,42,1372175
update-file,secs/acks.tex,7,781,42,1305133
update-file,secs/acks.tex,8,781,42,1340326
update-file,secs/acks.tex,9,781,42,1385061
update-file,secs/acks.tex,10,781,42,1228529
update-file,secs/acks.tex,11,781,42,1269757
update-file,secs/acks.tex,12,781,42,1331550
update-file,secs/acks.tex,13,781,42,1332101
update-file,secs/acks.tex,14,781,42,1317529
update-file,secs/acks.tex,15,781,42,1508380
update-file,secs/acks.tex,16,781,42,1393848
update-file,secs/acks.tex,17,781,42,1352091
update-file,secs/acks.tex,18,781,42,1285895
update-file,secs/acks.tex,19,781,42,1328045
update-file,secs/acks.tex,20,781,42,1346945
update-file,secs/acks.tex,21,781,42,1497938
update-file,secs/acks.tex,22,781,42,1404694
update-file,secs/acks.tex,23,781,42,1480419
update-file,secs/acks.tex,24,781,42,1650920
update-file,secs/acks.tex,25,781,42,1404987
update-file,secs/acks.tex,26,781,42,1366608
update-file,secs/acks.tex,27,781,42,1392078
update-file,secs/acks.tex,28,781,42,1366240
update-file,secs/acks.tex,29,781,42,1263104
update-file,secs/acks.tex,30,781,42,1254467
update-file,secs/acks.tex,31,781,42,1277536
update-file,secs/acks.tex,32,781,42,1253390
update-file,secs/acks.tex,33,781,42,1271369
update-file,secs/acks.tex,34,781,42,1209721
update-file,secs/acks.tex,35,781,42,1270358
update-file,secs/acks.tex,36,781,42,1265636
update-file,secs/acks.tex,37,781,42,1353603
update-file,secs/acks.tex,38,781,42,1331318
update-file,secs/acks.tex,39,781,42,1282630
update-file,secs/acks.tex,40,781,42,1285922
update-file,secs/acks.tex,41,781,42,1270036
update-file,secs/acks.tex,42,781,42,1269020
update-file,secs/acks.tex,43,781,42,1259451
update-file,secs/acks.tex,44,781,42,1268799
update-file,secs/acks.tex,45,781,42,1311958
update-file,secs/acks.tex,46,781,42,1339120
update-file,secs/acks.tex,47,781,42,1334608
update-file,secs/acks.tex,48,781,42,1361385
update-file,secs/acks.tex,49,781,42,1333242
update-file,secs/acks.tex,50,781,42,1300683
update-file,secs/multi.tex,1,1217,43,1269571
update-file,secs/multi.tex,2,1217,43,1248359
update-file,secs/multi.tex,3,1217,43,1299636
update-file,secs/multi.tex,4,1217,43,1254970
update-file,secs/multi.tex,5,1217,43,1262234
update-file,secs/multi.tex,6,1217,43,1323589
update-file,secs/multi.tex,7,1217,43,1254645
update-file,secs/multi.tex,8,1217,43,1262919
update-file,secs/multi.tex,9,1217,43,1336257
update-file,secs/multi.tex,10,1217,43,1261301
update-file,secs/multi.tex,11,1217,43,1257749
update-file,secs/multi.tex,12,1217,43,1363491
update-file,secs/multi.tex,13,1217,43,1293615
update-file,secs/multi.tex,14,1217,43,1278740
update-file,secs/multi.tex,15,1217,43,1260019
update-file,secs/multi.tex,16,1217,43,1192301
update-file,secs/multi.tex,17,1217,43,1318712
update-file,secs/multi.tex,18,1217,43,1323933
update-file,secs/multi.tex,19,1217,43,1330159
update-file,secs/multi.tex,20,1217,43,1359814
update-file,secs/multi.tex,21,1217,43,1334754
update-file,secs/multi.tex,22,1217,43,1339776
update-file,secs/multi.tex,23,1217,43,1367408
update-file,secs/multi.tex,24,1217,43,1432730
update-file,secs/multi.tex,25,1217,43,1355612
update-file,secs/multi.tex,26,1217,43,1250981
update-file,secs/multi.tex,27,1217,43,1250894
update-file,secs/multi.tex,28,1217,43,1268679
update-file,secs/multi.tex,29,1217,43,1270015
update-file,secs/multi.tex,30,1217,43,1241956
update-file,secs/multi.tex,31,1217,43,1241638
update-file,secs/multi.tex,32,1217,43,1262398
update-file,secs/multi.tex,33,1217,43,1304908
update-file,secs/multi.tex,34,1217,43,1270389
update-file,secs/multi.tex,35,1217,43,1275125
update-file,secs/multi.tex,36,1217,43,1241179
update-file,secs/multi.tex,37,1217,43,1318926
update-file,secs/multi.tex,38,1217,43,1239923
update-file,secs/multi.tex,39,1217,43,1220038
update-file,secs/multi.tex,40,1217,43,1322586
update-file,secs/multi.tex,41,1217,43,1364499
update-file,secs/multi.tex,42,1217,43,1289056
update-file,secs/multi.tex,43,1217,43,1390172
update-file,secs/multi.tex,44,1217,43,1393418
update-file,secs/multi.tex,45,1217,43,1272141
update-file,secs/multi.tex,46,1217,43,1465100
update-file,secs/multi.tex,47,1217,43,1281025
update-file,secs/multi.tex,48,1217,43,1246673
update-file,secs/multi.tex,49,1217,43,1323373
update-file,secs/multi.tex,50,1217,43,1237647
update-file,secs/core.tex,1,12157,42,1392199
update-file,secs/core.tex,2,12157,42,1381753
update-file,secs/core.tex,3,12157,42,1387059
update-file,secs/core.tex,4,12157,42,1389859
update-file,secs/core.tex,5,12157,42,1360483
update-file,secs/core.tex,6,12157,42,1416464
update-file,secs/core.tex,7,12157,42,1376155
update-file,secs/core.tex,8,12157,42,1452490
update-file,secs/core.tex,9,12157,42,1454706
update-file,secs/core.tex,10,12157,42,1393753
update-file,secs/core.tex,11,12157,42,1451590
update-file,secs/core.tex,12,12157,42,1462363
update-file,secs/core.tex,13,12157,42,1685055
update-file,secs/core.tex,14,12157,42,1370191
update-file,secs/core.tex,15,12157,42,1426082
update-file,secs/core.tex,16,12157,42,1484562
update-file,secs/core.tex,17,12157,42,1468987
update-file,secs/core.tex,18,12157,42,1478217
update-file,secs/core.tex,19,12157,42,1473367
update-file,secs/core.tex,20,12157,42,1408861
update-file,secs/core.tex,21,12157,42,1397627
update-file,secs/core.tex,22,12157,42,1512975
update-file,secs/core.tex,23,12157,42,1475651
update-file,secs/core.tex,24,12157,42,1368765
update-file,secs/core.tex,25,12157,42,1384559
update-file,secs/core.tex,26,12157,42,1414573
update-file,secs/core.tex,27,12157,42,1385713
update-file,secs/core.tex,28,12157,42,1357466
update-file,secs/core.tex,29,12157,42,1389044
update-file,secs/core.tex,30,12157,42,1550216
update-file,secs/core.tex,31,12157,42,1420677
update-file,secs/core.tex,32,12157,42,1385600
update-file,secs/core.tex,33,12157,42,1356789
update-file,secs/core.tex,34,12157,42,1432383
update-file,secs/core.tex,35,12157,42,1528822
update-file,secs/core.tex,36,12157,42,1354104
update-file,secs/core.tex,37,12157,42,1446952
update-file,secs/core.tex,38,12157,42,1361544
update-file,secs/core.tex,39,12157,42,1404758
update-file,secs/core.tex,40,12157,42,1458491
update-file,secs/core.tex,41,12157,42,1510544
update-file,secs/core.tex,42,12157,42,1510095
update-file,secs/core.tex,43,12157,42,1466471
update-file,secs/core.tex,44,12157,42,1436866
update-file,secs/core.tex,45,12157,42,1408603
update-file,secs/core.tex,46,12157,42,1433276
update-file,secs/core.tex,47,12157,42,1494334
update-file,secs/core.tex,48,12157,42,1402059
update-file,secs/core.tex,49,12157,42,1385874
update-file,secs/core.tex,50,12157,42,1451991
update-file,sampleteaser.pdf,1,585430,45,7495328
update-file,sampleteaser.pdf,2,585430,45,7339485
update-file,sampleteaser.pdf,3,585430,45,7222827
update-file,sampleteaser.pdf,4,585430,45,7487841
update-file,sampleteaser.pdf,5,585430,45,7585626
update-file,sampleteaser.pdf,6,585430,45,7310855
update-file,sampleteaser.pdf,7,585430,45,7192282
update-file,sampleteaser.pdf,8,585430,45,7549588
update-file,sampleteaser.pdf,9,585430,45,7560736
update-file,sampleteaser.pdf,10,585430,45,7209838
update-file,sampleteaser.pdf,11,585430,45,7335005
update-file,sampleteaser.pdf,12,585430,45,7172597
update-file,sampleteaser.pdf,13,585430,45,7226731
update-file,sampleteaser.pdf,14,585430,45,7254063
update-file,sampleteaser.pdf,15,585430,45,7225538
update-file,sampleteaser.pdf,16,585430,45,7192294
update-file,sampleteaser.pdf,17,585430,45,7570577
update-file,sampleteaser.pdf,18,585430,45,7384567
update-file,sampleteaser.pdf,19,585430,45,7213145
update-file,sampleteaser.pdf,20,585430,45,7230924
update-file,sampleteaser.pdf,21,585430,45,7427019
update-file,sampleteaser.pdf,22,585430,45,7657876
update-file,sampleteaser.pdf,23,585430,45,7219181
update-file,sampleteaser.pdf,24,585430,45,7419734
update-file,sampleteaser.pdf,25,585430,45,7323014
update-file,sampleteaser.pdf,26,585430,45,7256173
update-file,sampleteaser.pdf,27,585430,45,7187968
update-file,sampleteaser.pdf,28,585430,45,7250681
update-file,sampleteaser.pdf,29,585430,45,7647775
update-file,sampleteaser.pdf,30,585430,45,7264118
update-file,sampleteaser.pdf,31,585430,45,7187710
update-file,sampleteaser.pdf,32,585430,45,7494416
update-file,sampleteaser.pdf,33,585430,45,7240055
update-file,sampleteaser.pdf,34,585430,45,7671835
update-file,sampleteaser.pdf,35,585430,45,7319613
update-file,sampleteaser.pdf,36,585430,45,7896380
update-file,sampleteaser.pdf,37,585430,45,7214665
update-file,sampleteaser.pdf,38,585430,45,7310319
update-file,sampleteaser.pdf,39,585430,45,7566514
update-file,sampleteaser.pdf,40,585430,45,7545624
update-file,sampleteaser.pdf,41,585430,45,7268554
update-file,sampleteaser.pdf,42,585430,45,7249231
update-file,sampleteaser.pdf,43,585430,45,7420418
update-file,sampleteaser.pdf,44,585430,45,7222704
update-file,sampleteaser.pdf,45,585430,45,7434493
update-file,sampleteaser.pdf,46,585430,45,7513466
update-file,sampleteaser.pdf,47,585430,45,7257654
update-file,sampleteaser.pdf,48,585430,45,7356912
update-file,sampleteaser.pdf,49,585430,45,7589252
update-file,sampleteaser.pdf,50,585430,45,7315479
update-file,secs/acks.tex,1,62,767,1339452
update-file,secs/acks.tex,2,62,767,1364480
update-file,secs/acks.tex,3,62,767,1370186
update-file,secs/acks.tex,4,62,767,1575063
update-file,secs/acks.tex,5,62,767,1411395
update-file,secs/acks.tex,6,62,767,1362476
update-file,secs/acks.tex,7,62,767,1363297
update-file,secs/acks.tex,8,62,767,1369127
update-file,secs/acks.tex,9,62,767,1402244
update-file,secs/acks.tex,10,62,767,1348284
update-file,secs/acks.tex,11,62,767,1305070
update-file,secs/acks.tex,12,62,767,1407403
update-file,secs/acks.tex,13,62,767,1399843
update-file,secs/acks.tex,14,62,767,1413843
update-file,secs/acks.tex,15,62,767,1364184
update-file,secs/acks.tex,16,62,767,1297974
update-file,secs/acks.tex,17,62,767,1309966
update-file,secs/acks.tex,18,62,767,1307977
update-file,secs/acks.tex,19,62,767,1377491
update-file,secs/acks.tex,20,62,767,1316827
update-file,secs/acks.tex,21,62,767,1509035
update-file,secs/acks.tex,22,62,767,1382506
update-file,secs/acks.tex,23,62,767,1324425
update-file,secs/acks.tex,24,62,767,1326567
update-file,secs/acks.tex,25,62,767,1332968
update-file,secs/acks.tex,26,62,767,1317148
update-file,secs/acks.tex,27,62,767,1342090
update-file,secs/acks.tex,28,62,767,1312228
update-file,secs/acks.tex,29,62,767,1308753
