type,input,repetition,input-size,output-size,time
update-file,secs/acks.tex,1,781,42,45700454
update-file,secs/acks.tex,2,781,42,80024443
update-file,secs/acks.tex,3,781,42,73469386
update-file,secs/acks.tex,4,781,42,174794480
update-file,secs/acks.tex,5,781,42,41908249
update-file,secs/acks.tex,6,781,42,98380443
update-file,secs/acks.tex,7,781,42,71827323
update-file,secs/acks.tex,8,781,42,85820116
update-file,secs/acks.tex,9,781,42,84619801
update-file,secs/acks.tex,10,781,42,81577423
update-file,secs/acks.tex,11,781,42,53486788
update-file,secs/acks.tex,12,781,42,50101729
update-file,secs/acks.tex,13,781,42,55468211
update-file,secs/acks.tex,14,781,42,66685976
update-file,secs/acks.tex,15,781,42,61659201
update-file,secs/acks.tex,16,781,42,43238394
update-file,secs/acks.tex,17,781,42,45623801
update-file,secs/acks.tex,18,781,42,60677939
update-file,secs/acks.tex,19,781,42,81629081
update-file,secs/acks.tex,20,781,42,93955914
update-file,secs/acks.tex,21,781,42,97480127
update-file,secs/acks.tex,22,781,42,139602213
update-file,secs/acks.tex,23,781,42,72415120
update-file,secs/acks.tex,24,781,42,48058661
update-file,secs/acks.tex,25,781,42,41004047
update-file,secs/acks.tex,26,781,42,63515636
update-file,secs/acks.tex,27,781,42,74101317
update-file,secs/acks.tex,28,781,42,45236692
update-file,secs/acks.tex,29,781,42,42742753
update-file,secs/acks.tex,30,781,42,42223114
update-file,secs/acks.tex,31,781,42,43432238
update-file,secs/acks.tex,32,781,42,102133390
update-file,secs/acks.tex,33,781,42,131426131
update-file,secs/acks.tex,34,781,42,40180586
update-file,secs/acks.tex,35,781,42,43951369
update-file,secs/acks.tex,36,781,42,120317356
update-file,secs/acks.tex,37,781,42,43896533
update-file,secs/acks.tex,38,781,42,54200059
update-file,secs/acks.tex,39,781,42,44989277
update-file,secs/acks.tex,40,781,42,172021968
update-file,secs/acks.tex,41,781,42,59678725
update-file,secs/acks.tex,42,781,42,58422066
update-file,secs/acks.tex,43,781,42,56090995
update-file,secs/acks.tex,44,781,42,68586247
update-file,secs/acks.tex,45,781,42,41723674
update-file,secs/acks.tex,46,781,42,53755865
update-file,secs/acks.tex,47,781,42,39109227
update-file,secs/acks.tex,48,781,42,61276066
update-file,secs/acks.tex,49,781,42,57676469
update-file,secs/acks.tex,50,781,42,42153506
update-file,secs/multi.tex,1,1217,43,44909970
update-file,secs/multi.tex,2,1217,43,85955651
update-file,secs/multi.tex,3,1217,43,57251740
update-file,secs/multi.tex,4,1217,43,41043041
update-file,secs/multi.tex,5,1217,43,42948334
update-file,secs/multi.tex,6,1217,43,82343083
update-file,secs/multi.tex,7,1217,43,41987004
update-file,secs/multi.tex,8,1217,43,67138303
update-file,secs/multi.tex,9,1217,43,56476383
update-file,secs/multi.tex,10,1217,43,90914970
update-file,secs/multi.tex,11,1217,43,40663329
update-file,secs/multi.tex,12,1217,43,74060132
update-file,secs/multi.tex,13,1217,43,45410651
update-file,secs/multi.tex,14,1217,43,43332890
update-file,secs/multi.tex,15,1217,43,41699762
update-file,secs/multi.tex,16,1217,43,47315178
update-file,secs/multi.tex,17,1217,43,44447729
update-file,secs/multi.tex,18,1217,43,44657286
update-file,secs/multi.tex,19,1217,43,43675292
update-file,secs/multi.tex,20,1217,43,51757694
update-file,secs/multi.tex,21,1217,43,57645202
update-file,secs/multi.tex,22,1217,43,83120471
update-file,secs/multi.tex,23,1217,43,111702738
update-file,secs/multi.tex,24,1217,43,41169134
update-file,secs/multi.tex,25,1217,43,42181147
update-file,secs/multi.tex,26,1217,43,41051204
update-file,secs/multi.tex,27,1217,43,61178794
update-file,secs/multi.tex,28,1217,43,75032803
update-file,secs/multi.tex,29,1217,43,43595962
update-file,secs/multi.tex,30,1217,43,90423747
update-file,secs/multi.tex,31,1217,43,50618999
update-file,secs/multi.tex,32,1217,43,134762993
update-file,secs/multi.tex,33,1217,43,43354033
update-file,secs/multi.tex,34,1217,43,39488258
update-file,secs/multi.tex,35,1217,43,61168586
update-file,secs/multi.tex,36,1217,43,82925866
update-file,secs/multi.tex,37,1217,43,47301417
update-file,secs/multi.tex,38,1217,43,46881943
update-file,secs/multi.tex,39,1217,43,51105810
update-file,secs/multi.tex,40,1217,43,43839659
update-file,secs/multi.tex,41,1217,43,42350134
update-file,secs/multi.tex,42,1217,43,40567756
update-file,secs/multi.tex,43,1217,43,147210189
update-file,secs/multi.tex,44,1217,43,151222410
update-file,secs/multi.tex,45,1217,43,108877293
update-file,secs/multi.tex,46,1217,43,63991242
update-file,secs/multi.tex,47,1217,43,93822167
update-file,secs/multi.tex,48,1217,43,132762739
update-file,secs/multi.tex,49,1217,43,87511792
update-file,secs/multi.tex,50,1217,43,73299254
update-file,secs/core.tex,1,12157,42,109973059
update-file,secs/core.tex,2,12157,42,105285922
update-file,secs/core.tex,3,12157,42,74258070
update-file,secs/core.tex,4,12157,42,162398814
update-file,secs/core.tex,5,12157,42,55971810
update-file,secs/core.tex,6,12157,42,44032168
update-file,secs/core.tex,7,12157,42,113311730
update-file,secs/core.tex,8,12157,42,79163325
