type,input,repetition,input-size,output-size,time
update-file,secs/acks.tex,1,781,42,64443337
update-file,secs/acks.tex,2,781,42,57596222
update-file,secs/acks.tex,3,781,42,45321843
update-file,secs/acks.tex,4,781,42,39411975
update-file,secs/acks.tex,5,781,42,100528100
update-file,secs/acks.tex,6,781,42,40255823
update-file,secs/acks.tex,7,781,42,60019174
update-file,secs/acks.tex,8,781,42,59939883
update-file,secs/acks.tex,9,781,42,87937459
update-file,secs/acks.tex,10,781,42,109224343
update-file,secs/acks.tex,11,781,42,75080000
update-file,secs/acks.tex,12,781,42,87754195
update-file,secs/acks.tex,13,781,42,58140358
update-file,secs/acks.tex,14,781,42,64353773
update-file,secs/acks.tex,15,781,42,71956260
update-file,secs/acks.tex,16,781,42,90669428
update-file,secs/acks.tex,17,781,42,47068081
update-file,secs/acks.tex,18,781,42,44546731
update-file,secs/acks.tex,19,781,42,68584622
update-file,secs/acks.tex,20,781,42,121550283
update-file,secs/acks.tex,21,781,42,47019929
update-file,secs/acks.tex,22,781,42,60944595
update-file,secs/acks.tex,23,781,42,80224556
update-file,secs/acks.tex,24,781,42,39898638
update-file,secs/acks.tex,25,781,42,40342189
update-file,secs/acks.tex,26,781,42,43022835
update-file,secs/acks.tex,27,781,42,41546979
update-file,secs/acks.tex,28,781,42,47078109
update-file,secs/acks.tex,29,781,42,40643585
update-file,secs/acks.tex,30,781,42,43308197
update-file,secs/acks.tex,31,781,42,95895526
update-file,secs/acks.tex,32,781,42,52887561
update-file,secs/acks.tex,33,781,42,46818541
update-file,secs/acks.tex,34,781,42,40819427
update-file,secs/acks.tex,35,781,42,50979132
update-file,secs/acks.tex,36,781,42,73861243
update-file,secs/acks.tex,37,781,42,37846356
update-file,secs/acks.tex,38,781,42,63159763
update-file,secs/acks.tex,39,781,42,48636932
update-file,secs/acks.tex,40,781,42,40949769
update-file,secs/acks.tex,41,781,42,43623509
update-file,secs/acks.tex,42,781,42,80257912
update-file,secs/acks.tex,43,781,42,57436900
update-file,secs/acks.tex,44,781,42,52387106
update-file,secs/acks.tex,45,781,42,58836307
update-file,secs/acks.tex,46,781,42,61168268
update-file,secs/acks.tex,47,781,42,38020345
update-file,secs/acks.tex,48,781,42,46463134
update-file,secs/acks.tex,49,781,42,56311474
update-file,secs/acks.tex,50,781,42,60101149
update-file,secs/multi.tex,1,1217,43,37778781
update-file,secs/multi.tex,2,1217,43,46732789
update-file,secs/multi.tex,3,1217,43,50600885
update-file,secs/multi.tex,4,1217,43,35034135
update-file,secs/multi.tex,5,1217,43,43173034
update-file,secs/multi.tex,6,1217,43,62222649
update-file,secs/multi.tex,7,1217,43,57503985
update-file,secs/multi.tex,8,1217,43,66441044
update-file,secs/multi.tex,9,1217,43,69754584
update-file,secs/multi.tex,10,1217,43,51900707
update-file,secs/multi.tex,11,1217,43,41601679
update-file,secs/multi.tex,12,1217,43,53018304
update-file,secs/multi.tex,13,1217,43,47136740
update-file,secs/multi.tex,14,1217,43,42368601
update-file,secs/multi.tex,15,1217,43,40561135
update-file,secs/multi.tex,16,1217,43,41878097
update-file,secs/multi.tex,17,1217,43,42406970
update-file,secs/multi.tex,18,1217,43,68390312
update-file,secs/multi.tex,19,1217,43,78429656
update-file,secs/multi.tex,20,1217,43,47375541
update-file,secs/multi.tex,21,1217,43,55452467
update-file,secs/multi.tex,22,1217,43,91219602
update-file,secs/multi.tex,23,1217,43,208949906
update-file,secs/multi.tex,24,1217,43,77519856
update-file,secs/multi.tex,25,1217,43,60417083
update-file,secs/multi.tex,26,1217,43,41028998
update-file,secs/multi.tex,27,1217,43,40442067
update-file,secs/multi.tex,28,1217,43,74227263
update-file,secs/multi.tex,29,1217,43,46792721
update-file,secs/multi.tex,30,1217,43,140053545
update-file,secs/multi.tex,31,1217,43,40051315
update-file,secs/multi.tex,32,1217,43,40333271
update-file,secs/multi.tex,33,1217,43,98268892
update-file,secs/multi.tex,34,1217,43,129937568
update-file,secs/multi.tex,35,1217,43,45114430
update-file,secs/multi.tex,36,1217,43,59876924
update-file,secs/multi.tex,37,1217,43,42180444
update-file,secs/multi.tex,38,1217,43,81615506
update-file,secs/multi.tex,39,1217,43,49761954
update-file,secs/multi.tex,40,1217,43,39865951
update-file,secs/multi.tex,41,1217,43,39734018
update-file,secs/multi.tex,42,1217,43,45430939
update-file,secs/multi.tex,43,1217,43,87186038
update-file,secs/multi.tex,44,1217,43,63235397
update-file,secs/multi.tex,45,1217,43,79848301
update-file,secs/multi.tex,46,1217,43,38029771
update-file,secs/multi.tex,47,1217,43,40280034
update-file,secs/multi.tex,48,1217,43,41574779
update-file,secs/multi.tex,49,1217,43,78220473
update-file,secs/multi.tex,50,1217,43,132881176
update-file,secs/core.tex,1,12157,42,40564099
update-file,secs/core.tex,2,12157,42,66459047
update-file,secs/core.tex,3,12157,42,61328939
update-file,secs/core.tex,4,12157,42,51235606
update-file,secs/core.tex,5,12157,42,75415037
update-file,secs/core.tex,6,12157,42,58858962
update-file,secs/core.tex,7,12157,42,60300059
update-file,secs/core.tex,8,12157,42,64846968
update-file,secs/core.tex,9,12157,42,66752037
update-file,secs/core.tex,10,12157,42,62767608
update-file,secs/core.tex,11,12157,42,52806969
update-file,secs/core.tex,12,12157,42,83517728
update-file,secs/core.tex,13,12157,42,60138864
update-file,secs/core.tex,14,12157,42,112998826
update-file,secs/core.tex,15,12157,42,98816468
update-file,secs/core.tex,16,12157,42,74453765
update-file,secs/core.tex,17,12157,42,90728282
update-file,secs/core.tex,18,12157,42,62313529
update-file,secs/core.tex,19,12157,42,56605641
update-file,secs/core.tex,20,12157,42,65420274
update-file,secs/core.tex,21,12157,42,83380499
update-file,secs/core.tex,22,12157,42,45035932
update-file,secs/core.tex,23,12157,42,68569939
update-file,secs/core.tex,24,12157,42,115228410
update-file,secs/core.tex,25,12157,42,142556413
update-file,secs/core.tex,26,12157,42,68260602
update-file,secs/core.tex,27,12157,42,77343885
update-file,secs/core.tex,28,12157,42,45898580
update-file,secs/core.tex,29,12157,42,73224744
update-file,secs/core.tex,30,12157,42,47071555
update-file,secs/core.tex,31,12157,42,63886651
update-file,secs/core.tex,32,12157,42,81884636
update-file,secs/core.tex,33,12157,42,76145418
update-file,secs/core.tex,34,12157,42,69087263
update-file,secs/core.tex,35,12157,42,104062246
update-file,secs/core.tex,36,12157,42,107619666
update-file,secs/core.tex,37,12157,42,90375148
update-file,secs/core.tex,38,12157,42,93400909
update-file,secs/core.tex,39,12157,42,125248284
update-file,secs/core.tex,40,12157,42,53085600
update-file,secs/core.tex,41,12157,42,75046428
update-file,secs/core.tex,42,12157,42,87375613
update-file,secs/core.tex,43,12157,42,76129675
