type,input,repetition,input-size,output-size,time,download-time,compile-time
compile,full,1,55,33400,2076905644,0.005486,2.06864
compile,full,2,55,33400,2040090446,0.005926,2.03141
compile,full,3,55,33400,2046792325,0.005522,2.03851
compile,full,4,55,33400,2059000109,0.005462,2.05076
compile,full,5,55,33400,2121521803,0.005437,2.11338
compile,full,6,55,33399,2049766991,0.00536,2.04178
compile,full,7,55,33400,2044154823,0.005645,2.03588
compile,full,8,55,33400,2095944015,0.005396,2.0878
compile,full,9,55,33400,2102030607,0.005438,2.09391
compile,full,10,55,33400,2061520943,0.005754,2.05302
compile,full,11,55,33400,2031480633,0.005369,2.02325
compile,full,12,55,33399,2026881296,0.005203,2.01896
compile,full,13,55,33399,2073899564,0.005479,2.06569
compile,full,14,55,33400,2020771236,0.005337,2.01273
compile,full,15,55,33400,2052969239,0.005279,2.04503
compile,full,16,55,33399,2041428534,0.00533,2.03336
compile,full,17,55,33400,2055426008,0.005436,2.04721
compile,full,18,55,33400,2048732602,0.006411,2.03961
compile,full,19,55,33400,2060721997,0.005509,2.05255
compile,full,20,55,33400,2046624018,0.005344,2.03854
compile,full,21,55,33399,2074014609,0.006346,2.06477
compile,full,22,55,33399,2068344007,0.005504,2.06014
compile,full,23,55,33400,2031387545,0.005653,2.02299
compile,full,24,55,33400,2027321511,0.005282,2.01925
compile,full,25,55,33400,2042217125,0.005318,2.03417
compile,full,26,55,33399,2036960812,0.005313,2.02883
compile,full,27,55,33400,2053383688,0.005612,2.04506
compile,full,28,55,33400,2034107152,0.005346,2.02603
compile,full,29,55,33400,2020209285,0.005337,2.01209
compile,full,30,55,33400,2023529107,0.005395,2.01533
compile,full,31,55,33399,2031101828,0.005558,2.02279
compile,full,32,55,33399,2042033340,0.005355,2.03381
compile,full,33,55,33400,2028588172,0.005339,2.01862
compile,full,34,55,33400,2039273185,0.005401,2.03104
compile,full,35,55,33399,2043418117,0.006109,2.03459
compile,full,36,55,33400,2046010280,0.005481,2.03785
compile,full,37,55,33400,2057231023,0.005591,2.0489
compile,full,38,55,33400,2053794617,0.005286,2.04586
compile,full,39,55,33400,2059958600,0.005432,2.0519
