size, repetition, time
1024,0,14797
1024,1,28336
1024,2,22729
1024,3,24431
1024,4,24020
1024,5,24282
1024,6,23669
1024,7,23536
1024,8,23534
1024,9,29899
1024,10,23863
1024,11,19324
1024,12,24305
1024,13,23751
1024,14,23489
1024,15,23368
1024,16,23284
1024,17,23334
1024,18,23362
1024,19,23579
1024,20,23468
1024,21,23589
1024,22,23519
1024,23,23369
1024,24,23277
1024,25,23352
1024,26,23393
1024,27,23223
1024,28,23395
1024,29,18843
1024,30,22157
1024,31,11122
1024,32,10030
1024,33,22002
1024,34,23454
1024,35,23983
1024,36,23424
1024,37,23502
1024,38,23598
1024,39,23425
1024,40,23443
1024,41,23526
1024,42,23359
1024,43,23337
1024,44,23403
1024,45,23224
1024,46,23437
1024,47,23316
1024,48,23375
1024,49,23408
1024,50,23471
1024,51,23855
1024,52,23340
1024,53,23387
1024,54,23299
1024,55,23458
1024,56,23280
1024,57,23366
1024,58,23349
1024,59,24060
1024,60,23339
1024,61,23331
1024,62,23452
1024,63,23308
1024,64,23307
1024,65,23187
1024,66,23285
1024,67,23456
1024,68,23446
1024,69,23515
1024,70,23356
1024,71,23361
1024,72,23329
1024,73,23428
1024,74,23351
1024,75,23412
1024,76,23460
1024,77,54352
1024,78,23715
1024,79,23679
1024,80,23457
1024,81,23497
1024,82,23513
1024,83,23417
1024,84,23433
1024,85,23357
1024,86,23460
1024,87,23423
1024,88,23405
1024,89,23434
1024,90,23544
1024,91,23342
1024,92,23440
1024,93,23475
1024,94,23788
1024,95,23361
1024,96,23427
1024,97,23322
1024,98,23395
1024,99,18760
