size,repetition,time
1048576,14,3972743
1048576,15,3447283
1048576,16,3916536
1048576,17,3362352
1048576,18,3943950
1048576,19,50250125
1048576,20,3540101
1048576,21,3559752
1048576,22,3914568
1048576,23,3808416
1048576,24,3995859
1048576,25,3409004
1048576,26,4016718
1048576,27,3381835
1048576,28,3827868
1048576,29,3542591
1048576,30,3783403
1048576,31,3601532
1048576,32,3639362
1048576,33,50559500
1048576,34,4082957
1048576,35,3451504
1048576,36,3913455
1048576,37,3446980
1048576,38,3741256
1048576,39,3642595
1048576,40,3840402
1048576,41,3727540
1048576,42,3681420
1048576,43,3728791
1048576,44,3475852
1048576,45,3869285
1048576,46,3468692
1048576,47,51489535
1048576,48,3757056
1048576,49,3401365
1048576,50,3805204
1048576,51,3633858
1048576,52,3666104
1048576,53,3639237
1048576,54,3443528
1048576,55,3880719
1048576,56,3404310
1048576,57,3952171
1048576,58,3968813
1048576,59,3320656
1048576,60,4004101
1048576,61,3869357
1048576,62,50566667
1048576,63,3688502
1048576,64,3556060
1048576,65,3869608
1048576,66,3437563
1048576,67,3875512
1048576,68,3410389
1048576,69,4004388
1048576,70,3414964
1048576,71,3909520
1048576,72,3579181
1048576,73,3745464
1048576,74,3734864
1048576,75,3650762
1048576,76,51203979
1048576,77,3492720
1048576,78,3474757
1048576,79,3964495
1048576,80,3373296
1048576,81,3845574
1048576,82,3488413
1048576,83,3673058
1048576,84,3691845
1048576,85,3676283
1048576,86,3698902
1048576,87,3316724
1048576,88,3981788
1048576,89,3415624
1048576,90,4027541
1048576,91,50566609
1048576,92,3746263
1048576,93,3695891
1048576,94,3425378
1048576,95,3388109
1048576,96,3512698
1048576,97,3999356
1048576,98,3442709
1048576,99,3926662
5242880,0,68905702
5242880,1,19893655
5242880,2,17812663
5242880,3,64311153
5242880,4,21104341
5242880,5,19429763
5242880,6,66485745
5242880,7,17612931
5242880,8,20072617
5242880,9,65897500
5242880,10,18789624
5242880,11,18493728
5242880,12,67889369
5242880,13,19396476
5242880,14,62457647
5242880,15,21746171
5242880,16,19823893
5242880,17,66141810
5242880,18,19361926
5242880,19,18820571
5242880,20,65612917
5242880,21,18440545
5242880,22,18356573
5242880,23,64379611
5242880,24,18209873
5242880,25,17061554
5242880,26,65064423
5242880,27,18195603
5242880,28,19958570
5242880,29,61832005
5242880,30,19377014
5242880,31,69536632
5242880,32,18611519
5242880,33,18905776
5242880,34,67218730
5242880,35,17865490
5242880,36,18307075
5242880,37,63317255
5242880,38,18556296
5242880,39,17753175
5242880,40,66094820
5242880,41,20030982
5242880,42,18811764
5242880,43,64651269
5242880,44,19726980
5242880,45,18379765
5242880,46,65452891
5242880,47,18411975
5242880,48,17447797
5242880,49,62729477
5242880,50,17725512
5242880,51,68023288
5242880,52,18377368
5242880,53,18125907
5242880,54,67355571
5242880,55,19576403
5242880,56,21076660
5242880,57,65104993
5242880,58,18816729
5242880,59,19807757
5242880,60,64975788
5242880,61,18871047
5242880,62,19221492
5242880,63,65686919
5242880,64,21687011
5242880,65,67362488
5242880,66,17525869
5242880,67,19786356
5242880,68,65855988
5242880,69,19130628
5242880,70,18839911
5242880,71,64791305
5242880,72,18272100
5242880,73,17814209
5242880,74,64966684
5242880,75,18854228
5242880,76,18344217
5242880,77,64520117
5242880,78,17588911
5242880,79,67012572
5242880,80,18924999
5242880,81,17644364
5242880,82,66909472
5242880,83,18314524
5242880,84,18827789
5242880,85,66664585
5242880,86,17463500
5242880,87,19231541
5242880,88,67963931
5242880,89,19891699
5242880,90,20655216
5242880,91,64903157
5242880,92,17841537
5242880,93,66197458
5242880,94,18295459
5242880,95,18458233
5242880,96,64125190
5242880,97,18831356
5242880,98,20918505
5242880,99,68731437
