size,msg,repetition,time
10,25,54,19655092
10,25,55,19017668
10,25,56,18620108
10,25,57,18480960
10,25,58,18334996
10,25,59,18576547
10,25,60,19445839
10,25,61,19074710
10,25,62,18634800
10,25,63,19157726
10,25,64,20391457
10,25,65,20450696
10,25,66,20977683
10,25,67,18199924
10,25,68,18414878
10,25,69,18834522
10,25,70,18277768
10,25,71,18897195
10,25,72,18666748
10,25,73,18253786
10,25,74,18494420
10,25,75,18589157
10,25,76,18146288
10,25,77,19106177
10,25,78,19008321
10,25,79,18555080
10,25,80,19093968
10,25,81,18599869
10,25,82,18284876
10,25,83,18181313
10,25,84,18899344
10,25,85,18946141
10,25,86,18826611
10,25,87,18134875
10,25,88,18747861
10,25,89,18463810
10,25,90,18585666
10,25,91,20073090
10,25,92,20808751
10,25,93,18561136
10,25,94,20510320
10,25,95,20693539
10,25,96,18483175
10,25,97,22133618
10,25,98,18393228
10,25,99,18760176
10,50,0,36930193
10,50,1,37542953
10,50,2,40003848
10,50,3,37386903
10,50,4,37063660
10,50,5,39052197
10,50,6,44570066
10,50,7,42332407
10,50,8,40867324
10,50,9,45314905
10,50,10,42732429
10,50,11,40972175
10,50,12,38025536
10,50,13,41319384
10,50,14,42895936
10,50,15,38736310
10,50,16,40881551
10,50,17,40888936
10,50,18,42074376
10,50,19,39540642
10,50,20,42053635
10,50,21,43647362
10,50,22,39526897
10,50,23,41076242
10,50,24,38826427
10,50,25,39496917
10,50,26,40251929
10,50,27,37144624
10,50,28,37295335
10,50,29,38183011
10,50,30,38447575
10,50,31,38187865
10,50,32,38660645
10,50,33,36997617
10,50,34,36806057
10,50,35,36520309
10,50,36,36811704
10,50,37,36683465
10,50,38,36917845
10,50,39,36616197
10,50,40,37339226
10,50,41,36978467
10,50,42,37126610
10,50,43,38212453
10,50,44,36761669
10,50,45,36764878
10,50,46,38524609
10,50,47,36874506
10,50,48,36552122
10,50,49,37125457
10,50,50,38360247
10,50,51,36785092
10,50,52,39477532
10,50,53,36239124
10,50,54,36967946
10,50,55,36134513
10,50,56,35916583
10,50,57,36096641
10,50,58,37209292
10,50,59,36623306
10,50,60,36223436
10,50,61,36382344
10,50,62,36536144
10,50,63,36216146
10,50,64,36540408
10,50,65,36366205
10,50,66,36999315
10,50,67,37405609
10,50,68,36965611
10,50,69,37042893
10,50,70,38977402
10,50,71,36800489
10,50,72,36852501
10,50,73,37073067
10,50,74,37593356
10,50,75,36320845
10,50,76,38209468
10,50,77,37911603
10,50,78,39843846
10,50,79,41051468
10,50,80,39949643
10,50,81,39128789
10,50,82,41312847
10,50,83,39468130
10,50,84,37635277
10,50,85,40308268
10,50,86,38862445
10,50,87,38559886
10,50,88,37522774
10,50,89,38615407
10,50,90,37935554
10,50,91,37731877
10,50,92,38647229
10,50,93,39253165
10,50,94,41523465
10,50,95,42606063
10,50,96,46550762
10,50,97,39847976
10,50,98,43335901
10,50,99,42372166
10,100,0,83630740
10,100,1,83009613
10,100,2,81422664
10,100,3,84182805
10,100,4,81630024
10,100,5,81007037
10,100,6,81067943
10,100,7,82354745
10,100,8,77271332
10,100,9,76908426
10,100,10,76989602
10,100,11,75242537
10,100,12,75806635
10,100,13,76908147
10,100,14,74952906
10,100,15,74786044
10,100,16,75764476
10,100,17,77325593
10,100,18,75451746
10,100,19,74362477
10,100,20,79899842
10,100,21,79986401
10,100,22,77298593
10,100,23,84227430
10,100,24,81183857
10,100,25,74971618
10,100,26,74944649
10,100,27,74091331
10,100,28,76100734
10,100,29,79838200
10,100,30,78292240
10,100,31,76978501
10,100,32,80686060
10,100,33,82585587
10,100,34,77872292
10,100,35,77288942
10,100,36,79209396
10,100,37,80451096
10,100,38,75974750
10,100,39,82887537
10,100,40,76007118
10,100,41,80988749
10,100,42,75821111
10,100,43,80054095
10,100,44,73787002
10,100,45,74737516
10,100,46,75034552
10,100,47,74527124
10,100,48,73669522
10,100,49,76703393
10,100,50,82765308
10,100,51,80107121
10,100,52,79838972
10,100,53,74518258
10,100,54,74478368
10,100,55,78800657
10,100,56,80283803
10,100,57,79203135
10,100,58,77833631
10,100,59,74974362
10,100,60,75666453
10,100,61,77705008
10,100,62,80272691
10,100,63,80268001
10,100,64,76448619
10,100,65,75897335
10,100,66,75753670
10,100,67,76103308
10,100,68,78353312
10,100,69,78452622
10,100,70,77562886
10,100,71,77060931
10,100,72,80275112
10,100,73,79318907
10,100,74,79763256
10,100,75,73388598
10,100,76,73494434
10,100,77,74221144
10,100,78,73243194
10,100,79,74824686
10,100,80,75491351
10,100,81,80843428
10,100,82,77334020
10,100,83,74894343
10,100,84,82195519
10,100,85,78267142
10,100,86,78908092
10,100,87,83088053
10,100,88,79684067
10,100,89,82370557
10,100,90,75890416
10,100,91,75621857
10,100,92,74033868
10,100,93,73499097
10,100,94,74722646
10,100,95,74916269
10,100,96,74103631
10,100,97,74556978
10,100,98,74038101
10,100,99,75091541
100,1,0,765075
100,1,1,758654
100,1,2,796891
100,1,3,796199
100,1,4,761098
100,1,5,807615
100,1,6,756995
100,1,7,755629
100,1,8,845686
100,1,9,753801
100,1,10,752111
100,1,11,743080
100,1,12,744300
100,1,13,737269
100,1,14,748759
100,1,15,757705
100,1,16,765617
100,1,17,743737
100,1,18,790807
100,1,19,748145
100,1,20,723091
100,1,21,741984
100,1,22,729390
100,1,23,730168
100,1,24,789498
100,1,25,770045
100,1,26,768070
100,1,27,829937
100,1,28,737877
100,1,29,776150
100,1,30,753822
100,1,31,768230
100,1,32,744889
100,1,33,779416
100,1,34,751898
100,1,35,815058
100,1,36,765920
100,1,37,778274
100,1,38,740559
100,1,39,814161
100,1,40,733792
100,1,41,752820
100,1,42,740597
100,1,43,742102
100,1,44,736593
100,1,45,742492
100,1,46,733779
100,1,47,727608
100,1,48,735993
100,1,49,762081
100,1,50,735955
100,1,51,768006
100,1,52,756496
100,1,53,748419
100,1,54,743550
100,1,55,838944
100,1,56,748219
100,1,57,771012
100,1,58,740318
100,1,59,738855
100,1,60,746043
100,1,61,741270
100,1,62,792653
100,1,63,800389
100,1,64,756296
100,1,65,755868
100,1,66,823148
100,1,67,752374
100,1,68,788226
100,1,69,759506
100,1,70,750477
100,1,71,748483
100,1,72,862994
100,1,73,819724
100,1,74,786472
100,1,75,759307
100,1,76,752543
100,1,77,764145
100,1,78,749403
100,1,79,743132
100,1,80,750032
100,1,81,767441
100,1,82,757798
100,1,83,762489
100,1,84,737751
100,1,85,798329
100,1,86,729173
100,1,87,742202
100,1,88,793437
100,1,89,782773
100,1,90,722996
100,1,91,732063
100,1,92,746333
100,1,93,735175
100,1,94,736099
100,1,95,719360
100,1,96,824157
100,1,97,743167
100,1,98,731592
100,1,99,738008
100,10,0,7619397
100,10,1,8046746
100,10,2,7552920
100,10,3,7487751
100,10,4,7681313
100,10,5,7498046
100,10,6,7602061
100,10,7,7565710
100,10,8,7665848
100,10,9,7510754
100,10,10,7577462
100,10,11,8908753
100,10,12,7468474
100,10,13,7564432
100,10,14,7514856
100,10,15,7656350
100,10,16,7564748
100,10,17,7580028
100,10,18,7426103
100,10,19,7716266
100,10,20,7831360
100,10,21,7759989
100,10,22,7857392
100,10,23,7672384
100,10,24,7687176
100,10,25,8181095
100,10,26,8064701
100,10,27,9254259
100,10,28,8026146
100,10,29,8025452
100,10,30,8677250
100,10,31,8022806
100,10,32,8163726
100,10,33,8203815
100,10,34,7847500
100,10,35,7677986
100,10,36,7779470
100,10,37,7656657
100,10,38,7680868
100,10,39,7722445
100,10,40,7697327
100,10,41,7411975
100,10,42,7466695
100,10,43,7451659
100,10,44,7464214
100,10,45,7551859
100,10,46,7508547
100,10,47,7566678
100,10,48,7436737
100,10,49,7602355
100,10,50,7546753
100,10,51,7548111
100,10,52,7697352
100,10,53,7528803
100,10,54,7496677
100,10,55,7599027
100,10,56,7484793
100,10,57,7626795
100,10,58,7553893
100,10,59,7697564
100,10,60,7843134
100,10,61,7588935
100,10,62,7481719
100,10,63,7510287
100,10,64,7506175
100,10,65,7434452
100,10,66,7502460
100,10,67,7585119
100,10,68,7530905
100,10,69,7571750
100,10,70,7537284
100,10,71,7562569
100,10,72,7636866
100,10,73,7672404
100,10,74,7615210
100,10,75,7643832
100,10,76,7493761
100,10,77,7920150
100,10,78,7432458
100,10,79,7678075
100,10,80,7499450
100,10,81,7570534
100,10,82,7474065
100,10,83,7721292
100,10,84,7390892
100,10,85,7511904
100,10,86,7493377
100,10,87,7645054
100,10,88,7742904
100,10,89,7584684
100,10,90,7717194
100,10,91,7763087
100,10,92,7843505
100,10,93,7751901
100,10,94,7633050
100,10,95,7622679
100,10,96,7583187
100,10,97,7590439
100,10,98,7603823
100,10,99,7625419
100,25,0,18898061
100,25,1,19099462
100,25,2,18626160
100,25,3,19324106
100,25,4,19113212
100,25,5,19090940
100,25,6,18992174
100,25,7,18878113
100,25,8,18850149
100,25,9,18822161
100,25,10,18666147
100,25,11,18870359
100,25,12,18659026
100,25,13,18543454
100,25,14,19228789
100,25,15,18750725
100,25,16,18704671
100,25,17,19267725
100,25,18,19061061
100,25,19,19061962
100,25,20,18931939
100,25,21,19310552
100,25,22,19235563
100,25,23,19176392
100,25,24,19498794
100,25,25,20699823
100,25,26,19751196
100,25,27,18721589
100,25,28,19112103
100,25,29,18919475
100,25,30,18877882
100,25,31,19734809
100,25,32,19267026
100,25,33,18996362
100,25,34,18851799
100,25,35,18829625
100,25,36,18596432
100,25,37,18749560
100,25,38,18936816
100,25,39,18637574
100,25,40,18733282
100,25,41,18805571
100,25,42,18770030
100,25,43,18811861
100,25,44,19127378
100,25,45,18868737
100,25,46,18791255
100,25,47,18727237
100,25,48,18695359
100,25,49,18837552
100,25,50,18341007
100,25,51,18406628
100,25,52,18828675
100,25,53,18646086
100,25,54,20676964
100,25,55,18312443
100,25,56,18930416
100,25,57,18731770
100,25,58,19164054
100,25,59,19232113
100,25,60,19133911
100,25,61,19030073
100,25,62,18638966
100,25,63,19235011
100,25,64,19022361
100,25,65,18964065
100,25,66,20001127
100,25,67,19407833
100,25,68,19036158
100,25,69,18736145
100,25,70,18724162
100,25,71,19389860
100,25,72,19377551
100,25,73,20683874
100,25,74,18732992
100,25,75,18770778
100,25,76,18955920
100,25,77,18285701
100,25,78,19032948
100,25,79,18827873
100,25,80,19234104
100,25,81,18795714
100,25,82,20692126
100,25,83,20203672
100,25,84,18889341
100,25,85,18810889
100,25,86,18892219
100,25,87,19872641
100,25,88,19198142
100,25,89,18811030
100,25,90,20613625
100,25,91,19807194
100,25,92,20292576
100,25,93,19324390
100,25,94,18938165
100,25,95,19087466
100,25,96,19131874
100,25,97,18902217
100,25,98,19470982
100,25,99,19803351
100,50,0,37698151
100,50,1,38573364
100,50,2,37495436
100,50,3,37782033
100,50,4,37487998
100,50,5,36810560
100,50,6,38122296
100,50,7,37777570
100,50,8,38410402
100,50,9,38307580
100,50,10,37995854
100,50,11,38818194
100,50,12,37654761
100,50,13,38428123
100,50,14,38321780
100,50,15,40870716
100,50,16,37323637
100,50,17,37678638
100,50,18,37707023
100,50,19,38526557
100,50,20,38247755
100,50,21,38077666
100,50,22,38041091
100,50,23,37689689
100,50,24,38913903
100,50,25,37827558
100,50,26,37815733
100,50,27,38237811
100,50,28,37530913
100,50,29,38222225
100,50,30,40063015
100,50,31,38301689
100,50,32,38394392
100,50,33,38977319
100,50,34,38551709
100,50,35,37870468
100,50,36,38194182
100,50,37,38677362
100,50,38,42384790
100,50,39,38751447
100,50,40,38027973
100,50,41,37792947
100,50,42,38160947
100,50,43,37856941
100,50,44,37337252
100,50,45,46193114
100,50,46,41260254
100,50,47,38107966
100,50,48,38281307
100,50,49,37412485
100,50,50,38812950
100,50,51,40425002
100,50,52,38017268
100,50,53,40432183
100,50,54,38050961
100,50,55,38174174
100,50,56,38496747
100,50,57,38514044
100,50,58,39020547
100,50,59,38272856
100,50,60,37505990
100,50,61,37275450
100,50,62,37483137
100,50,63,38198796
100,50,64,38013082
100,50,65,38656261
100,50,66,39602866
100,50,67,38525524
100,50,68,39074977
100,50,69,40492969
100,50,70,37566761
100,50,71,37751971
100,50,72,37977432
100,50,73,36382027
100,50,74,36855619
100,50,75,39015893
100,50,76,41683781
100,50,77,39768236
100,50,78,38313875
100,50,79,37306563
100,50,80,39703171
100,50,81,41365862
100,50,82,37889315
100,50,83,38337947
100,50,84,40016314
100,50,85,38436156
100,50,86,37600720
100,50,87,39478778
100,50,88,39822460
100,50,89,41152754
100,50,90,37950340
100,50,91,38532296
100,50,92,38786449
100,50,93,38047624
100,50,94,39586949
100,50,95,38358278
100,50,96,37669417
100,50,97,38833493
100,50,98,37402259
100,50,99,37909747
100,100,0,75290338
100,100,1,75887152
100,100,2,75669377
100,100,3,76005439
100,100,4,76341185
100,100,5,75889169
100,100,6,77919022
100,100,7,76667085
100,100,8,76643081
100,100,9,75974001
100,100,10,75697795
100,100,11,75856502
100,100,12,75774632
100,100,13,79313575
100,100,14,77245201
100,100,15,77693881
100,100,16,75100795
100,100,17,76741627
100,100,18,75682620
100,100,19,74798819
100,100,20,75275382
100,100,21,75559341
100,100,22,81592269
100,100,23,76242911
100,100,24,77373943
100,100,25,76152876
100,100,26,77954674
100,100,27,78978074
100,100,28,84243689
100,100,29,77901094
100,100,30,78868369
100,100,31,78939403
100,100,32,80065609
100,100,33,77269193
100,100,34,77763550
100,100,35,77158505
100,100,36,76829002
100,100,37,77064272
100,100,38,75289358
100,100,39,75532192
100,100,40,77113945
100,100,41,78057806
100,100,42,76100533
100,100,43,76837088
100,100,44,74732360
100,100,45,75183745
100,100,46,75159435
100,100,47,73747190
100,100,48,77240010
100,100,49,88062029
100,100,50,76013196
100,100,51,74702575
100,100,52,73545823
100,100,53,74113811
100,100,54,75405480
100,100,55,76177826
100,100,56,76863318
100,100,57,77721173
100,100,58,76622802
100,100,59,77001205
100,100,60,83516505
100,100,61,75811419
100,100,62,77656518
100,100,63,76464577
100,100,64,75912346
100,100,65,83440147
100,100,66,80342703
100,100,67,77739069
100,100,68,77911460
100,100,69,78562377
100,100,70,77223645
100,100,71,77811269
100,100,72,80804736
100,100,73,77895216
100,100,74,76585161
100,100,75,77471762
100,100,76,75844086
100,100,77,74468137
100,100,78,75375414
100,100,79,78036715
100,100,80,76172265
100,100,81,84378491
100,100,82,79868782
100,100,83,76113593
100,100,84,75967139
100,100,85,76088834
100,100,86,75706358
100,100,87,75266906
100,100,88,77053955
100,100,89,76417756
100,100,90,76180044
100,100,91,75191144
100,100,92,77568003
100,100,93,76529087
100,100,94,76427944
100,100,95,76354572
100,100,96,76705349
100,100,97,78941343
100,100,98,77720321
100,100,99,76782149
1000,1,0,843022
1000,1,1,761057
1000,1,2,829435
1000,1,3,772439
1000,1,4,788006
1000,1,5,768100
1000,1,6,981334
1000,1,7,797583
1000,1,8,851792
1000,1,9,977853
1000,1,10,797900
1000,1,11,848682
1000,1,12,808313
1000,1,13,825088
1000,1,14,788605
1000,1,15,813016
1000,1,16,809073
1000,1,17,786678
1000,1,18,780456
1000,1,19,829881
1000,1,20,853992
1000,1,21,826752
1000,1,22,789401
1000,1,23,803618
1000,1,24,774109
1000,1,25,781660
1000,1,26,876423
1000,1,27,799011
1000,1,28,777853
1000,1,29,772997
1000,1,30,766089
1000,1,31,786470
1000,1,32,957782
1000,1,33,778013
1000,1,34,771980
1000,1,35,797538
1000,1,36,741400
1000,1,37,778001
1000,1,38,790859
1000,1,39,828379
1000,1,40,770119
1000,1,41,786460
1000,1,42,815441
1000,1,43,788413
1000,1,44,786231
1000,1,45,818229
1000,1,46,797560
1000,1,47,774314
1000,1,48,779367
1000,1,49,781692
1000,1,50,793250
1000,1,51,762826
1000,1,52,1010418
1000,1,53,976200
1000,1,54,792487
1000,1,55,920838
1000,1,56,1020224
1000,1,57,814449
1000,1,58,805868
1000,1,59,813430
1000,1,60,786339
1000,1,61,787503
1000,1,62,791484
1000,1,63,818311
1000,1,64,804435
1000,1,65,807090
1000,1,66,794572
1000,1,67,891021
1000,1,68,826279
1000,1,69,847950
1000,1,70,821383
1000,1,71,798207
1000,1,72,849498
1000,1,73,798364
1000,1,74,796734
1000,1,75,849791
1000,1,76,788229
1000,1,77,799176
1000,1,78,790750
1000,1,79,800690
1000,1,80,803028
1000,1,81,798742
1000,1,82,796538
1000,1,83,802437
1000,1,84,808101
1000,1,85,802287
1000,1,86,800227
1000,1,87,796761
1000,1,88,793633
1000,1,89,808985
1000,1,90,800463
1000,1,91,817620
1000,1,92,800744
1000,1,93,795648
1000,1,94,815986
1000,1,95,798875
1000,1,96,799089
1000,1,97,796281
1000,1,98,794522
1000,1,99,799621
1000,10,0,8138805
1000,10,1,8597646
1000,10,2,8780566
1000,10,3,8428797
1000,10,4,8131908
1000,10,5,8227880
1000,10,6,8043301
1000,10,7,8077571
1000,10,8,8165345
1000,10,9,8176023
1000,10,10,8158294
1000,10,11,8208302
1000,10,12,8619032
1000,10,13,8887688
1000,10,14,8261636
1000,10,15,8448927
1000,10,16,8324213
1000,10,17,8615164
1000,10,18,8368260
1000,10,19,8093668
1000,10,20,8829189
1000,10,21,8454305
1000,10,22,8444575
1000,10,23,8061006
1000,10,24,8248736
1000,10,25,8676880
1000,10,26,8568434
1000,10,27,8353865
1000,10,28,10852697
1000,10,29,8410726
1000,10,30,8135263
1000,10,31,8509964
1000,10,32,8104228
1000,10,33,8069278
1000,10,34,8170627
1000,10,35,8511507
1000,10,36,8320148
1000,10,37,8044629
1000,10,38,8393824
1000,10,39,8255489
1000,10,40,10289327
1000,10,41,8139810
1000,10,42,8855588
1000,10,43,8134920
1000,10,44,8579134
1000,10,45,8450754
1000,10,46,9136171
1000,10,47,8574164
1000,10,48,8718801
1000,10,49,8420518
1000,10,50,9056898
1000,10,51,8836195
1000,10,52,8820017
1000,10,53,8395810
1000,10,54,8361983
1000,10,55,8978866
1000,10,56,8594175
1000,10,57,8712678
1000,10,58,8125696
1000,10,59,8009870
1000,10,60,8636034
1000,10,61,8464341
1000,10,62,8422665
1000,10,63,8112258
1000,10,64,8038374
1000,10,65,8008751
1000,10,66,7926917
1000,10,67,8063070
1000,10,68,8618978
1000,10,69,8798287
1000,10,70,8205569
1000,10,71,8533772
1000,10,72,7763879
1000,10,73,7808376
1000,10,74,7911612
1000,10,75,7902190
1000,10,76,8373642
1000,10,77,8104449
1000,10,78,8009865
1000,10,79,8021807
1000,10,80,8093190
1000,10,81,8034838
1000,10,82,8283311
1000,10,83,8065368
1000,10,84,7990515
1000,10,85,8028952
1000,10,86,7944985
1000,10,87,8083059
1000,10,88,8124179
1000,10,89,8009506
1000,10,90,8017133
1000,10,91,7893813
1000,10,92,7941745
1000,10,93,7957842
1000,10,94,8096558
1000,10,95,8126209
1000,10,96,8012791
1000,10,97,8286505
1000,10,98,8487894
1000,10,99,7944113
1000,25,0,21049699
1000,25,1,20923465
1000,25,2,20547132
1000,25,3,20348887
1000,25,4,20212907
1000,25,5,22220321
1000,25,6,23778707
1000,25,7,20507518
1000,25,8,20715758
1000,25,9,20566489
1000,25,10,21222199
1000,25,11,25439329
1000,25,12,26060405
1000,25,13,21697053
1000,25,14,20047921
1000,25,15,20012177
1000,25,16,20006141
1000,25,17,19984777
1000,25,18,20003275
1000,25,19,19842917
1000,25,20,19981257
1000,25,21,19810766
1000,25,22,20734935
1000,25,23,20947049
1000,25,24,20844631
1000,25,25,21622236
1000,25,26,21646329
1000,25,27,21706912
1000,25,28,20823101
1000,25,29,21683619
1000,25,30,21657886
1000,25,31,20831170
1000,25,32,20687313
1000,25,33,20989125
1000,25,34,20510038
1000,25,35,20343851
1000,25,36,21163837
1000,25,37,21716996
1000,25,38,20620206
1000,25,39,21179546
1000,25,40,21509492
1000,25,41,20900942
1000,25,42,21255618
1000,25,43,21404641
1000,25,44,21034362
1000,25,45,20609148
1000,25,46,21224790
1000,25,47,20195579
1000,25,48,20933815
1000,25,49,21400980
1000,25,50,20763643
1000,25,51,21082579
1000,25,52,20254980
1000,25,53,20714332
1000,25,54,21282100
1000,25,55,21081425
1000,25,56,20804520
1000,25,57,21919227
1000,25,58,21390341
1000,25,59,21145919
1000,25,60,21229768
1000,25,61,21279158
1000,25,62,20972977
1000,25,63,20888442
1000,25,64,21173666
1000,25,65,21282751
1000,25,66,20985546
1000,25,67,20629577
1000,25,68,21902788
1000,25,69,20841631
1000,25,70,20256043
1000,25,71,20110683
1000,25,72,19996399
1000,25,73,19909754
1000,25,74,20719875
1000,25,75,22185952
1000,25,76,22338206
1000,25,77,22688961
1000,25,78,21745206
1000,25,79,21572339
1000,25,80,21579799
1000,25,81,20972820
1000,25,82,20625468
1000,25,83,20495679
1000,25,84,21726189
1000,25,85,22232565
1000,25,86,20949741
1000,25,87,21639141
1000,25,88,20896646
1000,25,89,21142879
1000,25,90,21448834
1000,25,91,21331626
1000,25,92,20906772
1000,25,93,21538545
1000,25,94,20745884
1000,25,95,21136815
1000,25,96,20952255
1000,25,97,20569421
1000,25,98,20324678
1000,25,99,22822727
1000,50,0,40676958
1000,50,1,41861342
1000,50,2,42740232
1000,50,3,41096364
1000,50,4,41690983
1000,50,5,41549240
1000,50,6,41557846
1000,50,7,40648293
1000,50,8,43329664
1000,50,9,42415400
1000,50,10,41095571
1000,50,11,40947642
1000,50,12,41534743
1000,50,13,41213131
1000,50,14,40792231
1000,50,15,40789866
1000,50,16,44017175
1000,50,17,40826861
1000,50,18,40466354
1000,50,19,40421553
1000,50,20,40805772
1000,50,21,40851269
1000,50,22,41006074
1000,50,23,42322568
1000,50,24,42986806
1000,50,25,41885391
1000,50,26,42546411
1000,50,27,42488132
1000,50,28,59243262
1000,50,29,42371272
1000,50,30,41101373
1000,50,31,40245354
1000,50,32,42632301
1000,50,33,39831085
1000,50,34,39863519
1000,50,35,39677517
1000,50,36,42242539
1000,50,37,40773270
1000,50,38,40250460
1000,50,39,40319619
1000,50,40,41390357
1000,50,41,40930267
1000,50,42,40633226
1000,50,43,40337705
1000,50,44,40014326
1000,50,45,40081053
1000,50,46,41181388
1000,50,47,40420057
1000,50,48,43102455
1000,50,49,42422131
1000,50,50,41532457
1000,50,51,40979825
1000,50,52,42645074
1000,50,53,41405600
1000,50,54,40662173
1000,50,55,47102988
1000,50,56,40584375
1000,50,57,40355614
1000,50,58,40488794
1000,50,59,40663850
1000,50,60,40556684
1000,50,61,40831848
1000,50,62,40709117
1000,50,63,40531538
1000,50,64,41051955
1000,50,65,41756394
1000,50,66,42709536
1000,50,67,41364769
1000,50,68,40743308
1000,50,69,40397047
1000,50,70,40710064
1000,50,71,40577140
1000,50,72,41520608
1000,50,73,40585607
1000,50,74,41015863
1000,50,75,41936295
1000,50,76,40320203
1000,50,77,41446830
1000,50,78,40597424
1000,50,79,42380136
1000,50,80,40770982
1000,50,81,41143735
1000,50,82,42802560
1000,50,83,42726707
1000,50,84,41545177
1000,50,85,40483364
1000,50,86,42388958
1000,50,87,40784392
