,size,time
swap_time,32768,214089
swap_time,32768,231719
swap_time,32768,215378
swap_time,32768,252221
swap_time,32768,227430
swap_time,32768,216313
swap_time,32768,211092
swap_time,32768,220200
swap_time,32768,211964
swap_time,32768,229414
swap_time,32768,218323
swap_time,32768,241246
swap_time,32768,238466
swap_time,32768,208153
swap_time,32768,214100
swap_time,32768,196777
swap_time,32768,219001
swap_time,32768,244103
swap_time,32768,238840
swap_time,32768,215669
swap_time,32768,233821
swap_time,32768,221330
swap_time,32768,200466
swap_time,32768,206123
swap_time,32768,179992
swap_time,32768,207279
swap_time,32768,202351
swap_time,32768,202952
swap_time,32768,185384
swap_time,32768,232753
swap_time,32768,221681
swap_time,32768,186356
swap_time,32768,186129
swap_time,32768,201687
swap_time,32768,206262
swap_time,32768,222030
swap_time,32768,213903
swap_time,32768,262748
swap_time,65536,255456
swap_time,65536,283178
swap_time,65536,280299
swap_time,65536,267774
swap_time,65536,252129
swap_time,65536,259714
swap_time,65536,260859
swap_time,65536,280955
swap_time,65536,270190
swap_time,65536,296860
swap_time,65536,298333
swap_time,65536,276560
swap_time,65536,274802
swap_time,65536,255269
swap_time,65536,282088
swap_time,65536,255097
swap_time,65536,278979
swap_time,65536,310547
swap_time,65536,287863
swap_time,65536,283142
swap_time,65536,271604
swap_time,65536,314899
swap_time,65536,273098
swap_time,65536,300957
swap_time,65536,259043
swap_time,65536,284103
swap_time,65536,268417
swap_time,65536,248189
swap_time,65536,267711
swap_time,65536,273555
swap_time,65536,306950
swap_time,65536,304688
swap_time,65536,267028
swap_time,65536,270101
swap_time,65536,301517
swap_time,65536,256810
swap_time,65536,251981
swap_time,65536,264439
swap_time,65536,297148
swap_time,65536,281101
swap_time,65536,274039
swap_time,65536,275596
swap_time,65536,274085
swap_time,65536,269934
swap_time,65536,276447
swap_time,65536,266511
swap_time,65536,292989
swap_time,65536,284507
swap_time,65536,300169
swap_time,65536,269643
swap_time,65536,287797
swap_time,65536,300298
swap_time,131072,322138
swap_time,131072,401231
swap_time,131072,350042
swap_time,131072,420602
swap_time,131072,345505
swap_time,131072,358501
swap_time,131072,395671
swap_time,131072,367204
swap_time,131072,369601
swap_time,131072,406687
swap_time,131072,382512
swap_time,131072,338197
swap_time,131072,362416
swap_time,131072,356247
swap_time,131072,405399
swap_time,131072,397802
swap_time,131072,392950
swap_time,131072,401482
swap_time,131072,399255
swap_time,131072,406987
swap_time,131072,392321
swap_time,131072,405284
swap_time,131072,417562
swap_time,131072,412452
swap_time,131072,404506
swap_time,131072,360570
swap_time,131072,387704
swap_time,131072,413330
swap_time,131072,365589
swap_time,131072,390059
swap_time,131072,385593
swap_time,131072,377497
swap_time,131072,366259
swap_time,131072,361377
swap_time,131072,375808
swap_time,131072,379374
swap_time,131072,408060
swap_time,131072,381310
swap_time,131072,402053
swap_time,131072,397342
swap_time,131072,419350
swap_time,131072,425989
swap_time,131072,383037
swap_time,131072,348227
swap_time,131072,385268
swap_time,131072,344486
swap_time,131072,419588
swap_time,131072,382916
swap_time,131072,411027
swap_time,131072,385045
swap_time,131072,383153
swap_time,131072,392424
swap_time,262144,482722
swap_time,262144,623255
swap_time,262144,551579
swap_time,262144,561292
swap_time,262144,550818
swap_time,262144,561297
swap_time,262144,549309
swap_time,262144,539482
swap_time,262144,588236
swap_time,262144,565851
swap_time,262144,583690
swap_time,262144,500780
swap_time,262144,499250
swap_time,262144,537476
swap_time,262144,553535
swap_time,262144,550669
swap_time,262144,591545
swap_time,262144,530012
swap_time,262144,584261
swap_time,262144,572781
swap_time,262144,574939
swap_time,262144,497894
swap_time,262144,502547
swap_time,262144,629447
swap_time,262144,563324
swap_time,262144,620322
swap_time,262144,553994
swap_time,262144,538459
swap_time,262144,573219
swap_time,262144,561788
swap_time,262144,586235
swap_time,262144,578469
swap_time,262144,570533
swap_time,262144,547985
swap_time,262144,598407
swap_time,262144,569556
swap_time,262144,582768
swap_time,262144,616602
swap_time,262144,595413
swap_time,262144,546967
swap_time,262144,556348
swap_time,262144,563388
swap_time,262144,530470
swap_time,262144,608889
swap_time,262144,525689
swap_time,262144,473106
swap_time,262144,583272
swap_time,262144,584046
swap_time,262144,592969
swap_time,262144,552150
swap_time,262144,602993
swap_time,262144,497610
swap_time,524288,712653
swap_time,524288,911387
swap_time,524288,959196
swap_time,524288,990496
swap_time,524288,940174
swap_time,524288,936394
swap_time,524288,997930
swap_time,524288,1080830
swap_time,524288,984254
swap_time,524288,963740
swap_time,524288,898999
swap_time,524288,871956
swap_time,524288,921834
swap_time,524288,874478
swap_time,524288,872423
swap_time,524288,893838
swap_time,524288,841390
swap_time,524288,969413
swap_time,524288,954568
swap_time,524288,944356
swap_time,524288,858860
swap_time,524288,832087
swap_time,524288,875056
swap_time,524288,932613
swap_time,524288,968982
swap_time,524288,1007623
swap_time,524288,936665
swap_time,524288,878875
swap_time,524288,930154
swap_time,524288,1013834
swap_time,524288,853725
swap_time,524288,916387
swap_time,524288,932209
swap_time,524288,889663
swap_time,524288,879865
swap_time,524288,1037799
swap_time,524288,953771
swap_time,524288,818556
swap_time,524288,926864
swap_time,524288,996107
swap_time,524288,1037729
swap_time,524288,832120
swap_time,524288,1011624
swap_time,524288,918073
swap_time,524288,858004
swap_time,524288,981305
swap_time,524288,1007822
swap_time,524288,859896
swap_time,524288,882059
swap_time,524288,1025383
swap_time,524288,872020
swap_time,524288,925248
swap_time,1048576,1354379
swap_time,1048576,1791313
swap_time,1048576,1729801
swap_time,1048576,1662349
swap_time,1048576,1747947
swap_time,1048576,1488510
swap_time,1048576,1679676
swap_time,1048576,1763542
swap_time,1048576,1696829
swap_time,1048576,1719418
swap_time,1048576,1603986
swap_time,1048576,1498410
swap_time,1048576,1596855
swap_time,1048576,1513425
swap_time,1048576,1770074
swap_time,1048576,1703082
swap_time,1048576,1758836
swap_time,1048576,1621437
swap_time,1048576,1627884
swap_time,1048576,1749101
swap_time,1048576,1699120
swap_time,1048576,1571820
swap_time,1048576,1793497
swap_time,1048576,1665464
swap_time,1048576,1685760
swap_time,1048576,1688554
swap_time,1048576,1797541
swap_time,1048576,1668329
swap_time,1048576,1685080
swap_time,1048576,1721495
swap_time,1048576,1648605
swap_time,1048576,1777444
swap_time,1048576,1702932
swap_time,1048576,1614233
swap_time,1048576,1781616
swap_time,1048576,1829081
swap_time,1048576,1700687
swap_time,1048576,1553656
swap_time,1048576,1637074
swap_time,1048576,1780811
swap_time,1048576,1526351
swap_time,1048576,1722323
swap_time,1048576,1725791
swap_time,1048576,1577553
swap_time,1048576,1634508
swap_time,1048576,1789572
swap_time,1048576,1710362
swap_time,1048576,1627914
swap_time,1048576,1666356
swap_time,1048576,1498392
swap_time,1048576,1767479
swap_time,1048576,1546511
swap_time,2097152,2681679
swap_time,2097152,7227594
swap_time,2097152,7144661
swap_time,2097152,5896557
swap_time,2097152,6767241
swap_time,2097152,7211155
swap_time,2097152,8438798
swap_time,2097152,6506850
swap_time,2097152,3300490
swap_time,2097152,3220742
swap_time,2097152,2811021
swap_time,2097152,3075644
swap_time,2097152,3075867
swap_time,2097152,3270206
swap_time,2097152,3198437
swap_time,2097152,3023574
swap_time,2097152,3036193
swap_time,2097152,2975461
swap_time,2097152,2944208
swap_time,2097152,3215608
swap_time,2097152,2976454
swap_time,2097152,3245395
swap_time,2097152,3185694
swap_time,2097152,3207922
swap_time,2097152,2911129
swap_time,2097152,3138285
swap_time,2097152,3180625
swap_time,2097152,3192936
swap_time,2097152,3163916
swap_time,2097152,3246239
swap_time,2097152,3136917
swap_time,2097152,3202606
swap_time,2097152,3273444
swap_time,2097152,3225018
swap_time,2097152,9742360
swap_time,2097152,6705373
swap_time,2097152,2974427
swap_time,2097152,3124288
swap_time,2097152,2968960
swap_time,2097152,3231433
swap_time,2097152,3176495
swap_time,2097152,3210705
swap_time,2097152,3211121
swap_time,2097152,3161391
swap_time,2097152,3204397
swap_time,2097152,3156117
swap_time,2097152,3151970
swap_time,2097152,2927580
swap_time,2097152,2994804
swap_time,2097152,3218609
swap_time,2097152,3171595
swap_time,2097152,3020193
swap_time,4194304,4939090
swap_time,4194304,19425454
swap_time,4194304,14293199
swap_time,4194304,14181090
swap_time,4194304,15437116
swap_time,4194304,14959861
swap_time,4194304,14131512
swap_time,4194304,13342511
swap_time,4194304,15204773
swap_time,4194304,15899418
swap_time,4194304,14173615
swap_time,4194304,14258156
swap_time,4194304,16513436
swap_time,4194304,23692006
swap_time,4194304,14730019
swap_time,4194304,14450565
swap_time,4194304,13516269
swap_time,4194304,17281513
swap_time,4194304,17411692
swap_time,4194304,14897608
swap_time,4194304,16939353
swap_time,4194304,31780009
swap_time,4194304,16404269
swap_time,4194304,16245254
swap_time,4194304,14834674
swap_time,4194304,14295445
swap_time,4194304,15379869
swap_time,4194304,17196443
swap_time,4194304,14940209
swap_time,4194304,16748676
swap_time,4194304,13596162
swap_time,4194304,14512302
swap_time,4194304,14875396
swap_time,4194304,15010611
swap_time,4194304,17992235
swap_time,4194304,14611433
swap_time,4194304,14849197
swap_time,4194304,15369014
swap_time,4194304,14098727
swap_time,4194304,16557600
swap_time,4194304,13558546
swap_time,4194304,18210373
swap_time,4194304,21195471
swap_time,4194304,14720396
swap_time,4194304,21711845
swap_time,4194304,14607475
swap_time,4194304,15584206
swap_time,4194304,15172399
swap_time,4194304,21568701
swap_time,4194304,15289819
swap_time,4194304,15104880
swap_time,4194304,16770524
swap_time,8388608,9812648
swap_time,8388608,31770057
swap_time,8388608,27374788
swap_time,8388608,29334678
swap_time,8388608,31413963
swap_time,8388608,28394194
swap_time,8388608,37966884
swap_time,8388608,23802173
swap_time,8388608,27245703
swap_time,8388608,25057619
swap_time,8388608,29005685
swap_time,8388608,38179656
swap_time,8388608,26215948
swap_time,8388608,25932599
swap_time,8388608,33093818
swap_time,8388608,30800736
swap_time,8388608,24261337
swap_time,8388608,30502266
swap_time,8388608,25728188
swap_time,8388608,31579688
swap_time,8388608,25663173
swap_time,8388608,25484861
swap_time,8388608,27895392
swap_time,8388608,27523586
swap_time,8388608,37277428
swap_time,8388608,26890276
swap_time,8388608,35972402
swap_time,8388608,32876406
swap_time,8388608,28704820
swap_time,8388608,29278777
swap_time,8388608,23703831
swap_time,8388608,28855906
swap_time,8388608,30112284
swap_time,8388608,34021671
swap_time,8388608,24809780
swap_time,8388608,28193125
swap_time,8388608,27033962
swap_time,8388608,27216759
swap_time,8388608,30411113
swap_time,8388608,26460911
swap_time,8388608,27013982
swap_time,8388608,29169364
swap_time,8388608,31369404
swap_time,8388608,28531747
swap_time,8388608,27329554
swap_time,8388608,26030466
swap_time,8388608,31799047
swap_time,8388608,25785384
swap_time,8388608,27804022
swap_time,8388608,27503132
swap_time,8388608,31195039
swap_time,8388608,25117116
swap_time,10485760,12399335
swap_time,10485760,38394320
swap_time,10485760,49640025
swap_time,10485760,52290367
swap_time,10485760,45830211
swap_time,10485760,39609155
swap_time,10485760,42000427
swap_time,10485760,35339412
swap_time,10485760,38518872
swap_time,10485760,40448911
swap_time,10485760,40448710
swap_time,10485760,36292137
swap_time,10485760,44839160
swap_time,10485760,42643544
swap_time,10485760,37527483
swap_time,10485760,31653817
swap_time,10485760,38286674
swap_time,10485760,38990925
swap_time,10485760,39707617
swap_time,10485760,31575953
swap_time,10485760,45901636
swap_time,10485760,43589129
swap_time,10485760,47283612
swap_time,10485760,43584976
swap_time,10485760,37093571
swap_time,10485760,43051880
swap_time,10485760,39844030
swap_time,10485760,37168275
swap_time,10485760,38962475
swap_time,10485760,34267349
swap_time,10485760,41801765
swap_time,10485760,39811758
swap_time,10485760,44220127
swap_time,10485760,51936648
swap_time,10485760,43398655
swap_time,10485760,39212794
swap_time,10485760,35991854
swap_time,10485760,36633058
swap_time,10485760,33216071
swap_time,10485760,45236463
swap_time,10485760,38732684
swap_time,10485760,38566067
swap_time,10485760,34842293
swap_time,10485760,35655505
swap_time,10485760,42969073
swap_time,10485760,36956698
swap_time,10485760,37122150
swap_time,10485760,40349185
swap_time,10485760,40529959
swap_time,10485760,37532545
swap_time,10485760,36270940
swap_time,10485760,33028179
